,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
971,113 sqm,super area,1 Covered,"    3 BHK Apartment  for Sale in Meghsparsh Phase II, Ambe Gaon ",,Unfurnished,Possession by Jun '18,Builder,Shri Venkatesh Sharada Infracon,"Mar 03, '18", 65 Lac, 5344,New Property
972,919 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",9,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Feb 11, '18", 56.6 Lac,,New Property
973,657 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",8,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Feb 11, '18", 42.7 Lac,,New Property
974,990 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Leisure Town, Hadapsar ",4 out of 13 floors,Unfurnished,Possession by Dec '18,Builder,Sai Proviso,"Mar 03, '18", 83.4 Lac,,New Property
975,481 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Leisure Town, Hadapsar ",2 out of 13 floors,Unfurnished,Possession by Dec '18,Builder,Sai Proviso,"Mar 03, '18", 40.6 Lac,,New Property
976,556 sqft,super area,,"    1 BHK Apartment  for Sale in Rohan Leher 3, Baner ",,Unfurnished,Possession by Jun '21,Builder,Rohan Builders,"Feb 21, '18", 40.2 Lac, 7230,New Property
977,497 sqft,super area,,"    1 BHK Apartment  for Sale in Rohan Leher 3, Baner ",,Unfurnished,Possession by Jun '21,Builder,Rohan Builders,"Feb 21, '18", 35 Lac, 7042,New Property
978,477 sqft,carpet area,,"    1 BHK Apartment  for Sale in Rohan Abhilasha, Wagholi ",,Unfurnished,New Property,Builder,Rohan Builders,"Feb 25, '18", 33 Lac,,New Property
979,53 sqm,super area,1 Covered,"    1 BHK Apartment  for Sale in Sky Square, Yewale Wadi, Katraj ",,Unfurnished,Possession by Mar '18,Builder,Ravinanda Landmarks,"Feb 08, '18", 28.1 Lac, 4929,New Property
980,53 sqm,super area,1 Covered,"    1 BHK Apartment  for Sale in Sky Square, Yewale Wadi, Katraj ",,Unfurnished,Possession by Mar '18,Builder,Ravinanda Landmarks,"Feb 08, '18", 28.9 Lac, 5062,New Property
981,41 sqm,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Skylights, Wagholi ",8,Unfurnished,Possession by Oct '19,Builder,Ravinanda Landmarks,"Feb 08, '18", 35.6 Lac,,New Property
982,50 sqm,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Skylights, Wagholi ",8,Unfurnished,Possession by Oct '19,Builder,Ravinanda Landmarks,"Feb 08, '18", 43.6 Lac,,New Property
983,870 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Heritage, Wakad, Pimpri Chinchwad ",3,Unfurnished,Possession by Jun '18,Builder,G Orbit,"Feb 26, '18", 79 Lac,,New Property
984,956 sqft,super area,,"    2 BHK Apartment  for Sale in Onella Nest Phase 2, Sus ",,Unfurnished,Possession by Dec '18,Builder,Nimhan Associates,"Jan 18, '18", 54.2 Lac, 5669,New Property
985,728 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Leisure Town, Hadapsar ",4 out of 13 floors,Unfurnished,Possession by Dec '18,Builder,Sai Proviso,"Mar 03, '18", 62.5 Lac,,New Property
986,743 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Leisure Town, Hadapsar ",4 out of 13 floors,Unfurnished,Possession by Dec '18,Builder,Sai Proviso,"Mar 03, '18", 63.4 Lac,,New Property
987,78 sqm,super area,1 Covered,"    2 BHK Apartment  for Sale in Meghsparsh Phase II, Ambe Gaon ",,Unfurnished,Possession by Jun '18,Builder,Shri Venkatesh Sharada Infracon,"Mar 03, '18", 46 Lac, 5479,New Property
988,666 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",3,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Feb 11, '18", 43.2 Lac,,New Property
989,778 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",10,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Feb 11, '18", 48.4 Lac,,New Property
990,939 sqft,super area,,"    2 BHK Apartment  for Sale in Onella Nest Phase 2, Sus ",,Unfurnished,Possession by Dec '18,Builder,Nimhan Associates,"Jan 18, '18", 53.3 Lac, 5676,New Property
991,31 sqm,super area,1 Covered,"    1 BHK Apartment  for Sale in Sky Square, Yewale Wadi, Katraj ",,Unfurnished,Possession by Mar '18,Builder,Ravinanda Landmarks,"Feb 08, '18", 23.8 Lac, 7117,New Property
992,765 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",13,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Feb 11, '18", 48.9 Lac,,New Property
993,667 sqft,super area,,"    1 BHK Apartment  for Sale in Star City, Moshi ",,Unfurnished,Ready to Move,Agent,Rajmata Construction,"Feb 23, '18", 26.3 Lac, 3943,New Property
994,667 sqft,super area,,"    1 BHK Apartment  for Sale in Star City, Moshi ",,Unfurnished,Ready to Move,Agent,Rajmata Construction,"Feb 23, '18", 24.3 Lac, 3643,New Property
995,1079 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Leisure Town, Hadapsar ",4 out of 13 floors,Unfurnished,Possession by Dec '18,Builder,Sai Proviso,"Mar 03, '18", 91.9 Lac,,New Property
996,109 sqm,super area,,"    2 BHK Apartment  for Sale in Cleveland Park, NIBM Road ",,Unfurnished,New Property,Builder,Vardaan Realty,"Mar 08, '18", 69.6 Lac, 5932,New Property
997,1086 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Leisure Town, Hadapsar ",4 out of 13 floors,Unfurnished,Possession by Dec '18,Builder,Sai Proviso,"Mar 03, '18", 91.9 Lac,,New Property
998,78 sqm,super area,,"    2 BHK Apartment  for Sale in Cleveland Park, NIBM Road ",,Unfurnished,New Property,Builder,Vardaan Realty,"Mar 08, '18", 61.1 Lac, 7277,New Property
999,70 sqm,super area,,"    2 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 72.2 Lac, 9575,New Property
1000,100 sqm,super area,,"    3 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 99 Lac, 9197,New Property
1001,97 sqm,super area,,"    2 BHK Apartment  for Sale in Cleveland Park, NIBM Road ",,Unfurnished,New Property,Builder,Vardaan Realty,"Mar 08, '18", 87.1 Lac, 8342,New Property
1002,80 sqm,super area,,"    2 BHK Apartment  for Sale in Cleveland Park, NIBM Road ",,Unfurnished,New Property,Builder,Vardaan Realty,"Mar 08, '18", 63.1 Lac, 7327,New Property
1003,72 sqm,super area,,"    2 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 74 Lac, 9549,New Property
1004,127 sqm,super area,,"    2 BHK Apartment  for Sale in Cleveland Park, NIBM Road ",,Unfurnished,New Property,Builder,Vardaan Realty,"Mar 08, '18", 80.2 Lac, 5867,New Property
1005,71 sqm,super area,,"    2 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 73 Lac, 9549,New Property
1006,83 sqm,super area,,"    2 BHK Apartment  for Sale in Cleveland Park, NIBM Road ",,Unfurnished,New Property,Builder,Vardaan Realty,"Mar 08, '18", 65.1 Lac, 7286,New Property
1007,69 sqm,super area,,"    2 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 71.1 Lac, 9575,New Property
1008,99 sqm,super area,,"    2 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 98.3 Lac, 9221,New Property
1009,69 sqm,super area,,"    2 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 71.8 Lac, 9671,New Property
1010,1398 sqft,super area,,"    3 BHK Apartment  for Sale in Polite Precisa, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 05, '18", 92.1 Lac, 6588,New Property
1011,74 sqm,super area,,"    2 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 76.5 Lac, 9604,New Property
1012,475 sqft,super area,,"    1 BHK Apartment  for Sale in Grande View 7, Ambe Gaon ",,Unfurnished,Ready to Move,Builder,Chirag Developers,"Mar 07, '18", 37.3 Lac, 7853,New Property
1013,475 sqft,super area,,"    1 BHK Apartment  for Sale in Grande View 7, Ambe Gaon ",,Unfurnished,Ready to Move,Builder,Chirag Developers,"Mar 07, '18", 37.3 Lac, 7853,New Property
1014,479 sqft,super area,,"    1 BHK Apartment  for Sale in Grande View 7, Ambe Gaon ",,Unfurnished,Ready to Move,Builder,Chirag Developers,"Mar 07, '18", 37.5 Lac, 7829,New Property
1015,101 sqm,super area,,"    3 BHK Apartment  for Sale in Sai Pearl, Pimple Saudagar, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,SSD Group,"Mar 07, '18", 1 Cr, 9198,New Property
1016,478 sqft,super area,,"    1 BHK Apartment  for Sale in Grande View 7, Ambe Gaon ",,Unfurnished,Ready to Move,Builder,Chirag Developers,"Mar 07, '18", 65 Lac, 13598,New Property
1017,910 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in The Prestige Avenue, Baner - Pashan Link Road ",3 out of 8 floors,Unfurnished,Possession by Dec '19,Builder,Kedar Vanjape,"Feb 13, '18", 87.5 Lac,,New Property
1018,935 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in The Prestige Avenue, Baner - Pashan Link Road ",3 out of 8 floors,Unfurnished,Possession by Dec '19,Builder,Kedar Vanjape,"Feb 13, '18", 89.8 Lac,,New Property
1019,873 sqft,super area,,"    2 BHK Apartment  for Sale in Bhalchandra Puram, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Feb 06, '18", 45.5 Lac, 5212,New Property
1020,645 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Sai Exotique, Chikhali ",8,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 07, '18", 26.7 Lac, 4140,New Property
1021,623 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Sai Exotique, Chikhali ",8,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 07, '18", 25.9 Lac, 4157,New Property
1022,1570 sqft,super area,,"    3 BHK Apartment  for Sale in Polite Precisa, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 05, '18", 1.10 Cr, 7006,New Property
1023,873 sqft,super area,,"    2 BHK Apartment  for Sale in Bhalchandra Puram, Ravet, Pimpri Chinchwad ",,Unfurnished,New Property,Builder,Polite Group,"Feb 06, '18", 45.5 Lac, 5207,New Property
1024,758 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sai Raj Heights, Punawale, Pimpri Chinchwad ",5,Semi-Furnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Feb 23, '18", 53.6 Lac,,New Property
1025,625 sqft,super area,,"    1 BHK Apartment  for Sale in Bhalchandra Puram, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Feb 06, '18", 35.5 Lac, 5680,New Property
1026,630 sqft,super area,,"    1 BHK Apartment  for Sale in Bhalchandra Puram, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Feb 06, '18", 36.8 Lac, 5841,New Property
1027,855 sqft,super area,,"    2 BHK Apartment  for Sale in Bhalchandra Puram, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Feb 06, '18", 44.6 Lac, 5216,New Property
1028,732 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sai Raj Heights, Punawale, Pimpri Chinchwad ",5,Semi-Furnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Feb 23, '18", 51.9 Lac,,New Property
1029,403 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Shree Ganesh Tower, Pradhikaran, Bhosari ",5,Unfurnished,Ready to Move,Builder,Polite Group,"Jan 12, '18", 56.7 Lac,,New Property
1030,405 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Shree Ganesh Tower, Pradhikaran, Bhosari ",2,Unfurnished,Ready to Move,Builder,Polite Group,"Jan 12, '18", 56.9 Lac,,New Property
1031,368 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Shree Ganesh Tower, Pradhikaran, Bhosari ",3,Unfurnished,Ready to Move,Builder,Polite Group,"Jan 12, '18", 38.9 Lac,,New Property
1032,336 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Shree Ganesh Tower, Pradhikaran, Bhosari ",4,Unfurnished,Ready to Move,Builder,Polite Group,"Jan 12, '18", 39.1 Lac,,New Property
1033,1565 sqft,super area,,"    3 BHK Apartment  for Sale in Polite Precisa, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 05, '18", 1.02 Cr, 6518,New Property
1034,1496 sqft,super area,,"    3 BHK Apartment  for Sale in Polite Precisa, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 05, '18", 98.1 Lac, 6557,New Property
1035,1059 sqft,super area,,"    2 BHK Apartment  for Sale in Polite Precisa, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 05, '18", 70.1 Lac, 6619,New Property
1036,1063 sqft,super area,,"    2 BHK Apartment  for Sale in Polite Precisa, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 05, '18", 70.3 Lac, 6613,New Property
1037,1480 sqft,super area,,"    3 BHK Apartment  for Sale in Polite Precisa, Ravet, Pimpri Chinchwad ",,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 05, '18", 97.1 Lac, 6561,New Property
1038,643 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sai Leela, Rahatni, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 06, '18", 57.4 Lac,,New Property
1039,645 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sai Leela, Rahatni, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 06, '18", 57.5 Lac,,New Property
1040,902 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in The Prestige Avenue, Baner - Pashan Link Road ",3 out of 8 floors,Unfurnished,Possession by Dec '19,Builder,Kedar Vanjape,"Feb 13, '18", 82.8 Lac,,New Property
1041,754 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in The Prestige Avenue, Baner - Pashan Link Road ",3 out of 8 floors,Unfurnished,Possession by Dec '19,Builder,Kedar Vanjape,"Feb 13, '18", 73.1 Lac,,New Property
1042,857 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Sai Leela, Rahatni, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 06, '18", 75 Lac,,New Property
1043,640 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Sai Exotique, Chikhali ",8,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 07, '18", 26.5 Lac, 4141,New Property
1044,1089 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in The Prestige Avenue, Baner - Pashan Link Road ",3 out of 8 floors,Unfurnished,Possession by Dec '19,Builder,Kedar Vanjape,"Feb 13, '18", 1.03 Cr,,New Property
1045,792 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Sai Exotique, Chikhali ",8,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 07, '18", 32.1 Lac, 4053,New Property
1046,748 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in The Prestige Avenue, Baner - Pashan Link Road ",3 out of 8 floors,Unfurnished,Possession by Dec '19,Builder,Kedar Vanjape,"Feb 13, '18", 72.6 Lac,,New Property
1047,625 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Sai Exotique, Chikhali ",8,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 07, '18", 26 Lac, 4160,New Property
1048,467 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Sai Exotique, Chikhali ",8,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 07, '18", 27.5 Lac, 5889,New Property
1049,920 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in The Prestige Avenue, Baner - Pashan Link Road ",3 out of 8 floors,Unfurnished,Possession by Dec '19,Builder,Kedar Vanjape,"Feb 13, '18", 88.5 Lac,,New Property
1050,846 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Sai Leela, Rahatni, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 06, '18", 74 Lac,,New Property
1051,807 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sai Raj Heights, Punawale, Pimpri Chinchwad ",5,Semi-Furnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Feb 23, '18", 56.9 Lac,,New Property
1052,865 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sai Raj Heights, Punawale, Pimpri Chinchwad ",5,Semi-Furnished,Ready to Move,Builder,Sai Baba Sales Pvt. Ltd.,"Feb 23, '18", 60.6 Lac,,New Property
1053,1150 sqft,carpet area,,    3 BHK Apartment  for Sale in Bavdhan ,,Unfurnished,Possession by Jun '18,Certified Agent,Bluenest Properties,"Mar 08, '18", 1.05 Cr,,New Property
1054,1109 sqft,carpet area,1 Covered,    3 BHK Apartment  for Sale in Bavdhan ,,Unfurnished,Possession by Jun '18,Certified Agent,Bluenest Properties,"Mar 06, '18", 98 Lac,,New Property
1055,800 sqft,carpet area,1 Covered,    2 BHK Apartment  for Sale in Bavdhan ,,Unfurnished,Possession by Jun '18,Certified Agent,Bluenest Properties,"Mar 06, '18", 68 Lac,,New Property
1056,450 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in Vision Indramegh, Punawale, Pimpri Chinchwad ",6 out of 10 floors,Unfurnished,Possession by Dec '19,Certified Agent,Bluenest Properties,"Mar 06, '18", 35 Lac,,New Property
1057,600 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Vision Indramegh, Punawale, Pimpri Chinchwad ",5 out of 10 floors,Unfurnished,Possession by Dec '19,Certified Agent,Bluenest Properties,"Mar 06, '18", 48 Lac,,New Property
1058,696 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Pristine Prolife III, Wakad, Pimpri Chinchwad ",4 out of 11 floors,Unfurnished,Possession by Dec '20,Certified Agent,Sachin,"Mar 08, '18", 59 Lac,,New Property
1059,807 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sancheti Dreamcastle, Wakad, Pimpri Chinchwad ",6 out of 8 floors,Unfurnished,Possession by Dec '18,Certified Agent,Sachin,"Mar 08, '18", 58 Lac,,New Property
1060,791 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Pristine Prolife III, Wakad, Pimpri Chinchwad ",5 out of 11 floors,Unfurnished,Possession by Dec '20,Certified Agent,Sachin,"Mar 06, '18", 61.3 Lac,,New Property
1061,869 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Ace Augusta, Hinjewadi ",9 out of 18 floors,Semi-Furnished,Possession by Sep '19,Certified Agent,Sachin,"Mar 06, '18", 44 Lac,,New Property
1062,467 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Life Republic, Hinjewadi ",7 out of 22 floors,Unfurnished,Possession by Dec '21,Certified Agent,Sachin,"Mar 06, '18", 27 Lac,,New Property
1063,534 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Heritage, Wakad, Pimpri Chinchwad ",7 out of 11 floors,Unfurnished,Possession by Jun '18,Builder,G Orbit,"Mar 08, '18", 49 Lac,,New Property
1064,71 sqm,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",7 out of 15 floors,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Mar 08, '18", 49.7 Lac,,New Property
1065,460 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Leisure Town, Amanora Park Town ",3 out of 11 floors,Unfurnished,Possession by May '18,Builder,Sai Proviso,"Mar 08, '18", 41.6 Lac,,New Property
1066,956 sqft,super area,160 Covered,"    2 BHK Apartment  for Sale in Onella Nest Phase 2, Sus ",12 out of 14 floors,Semi-Furnished,Possession by Jun '18,Builder,Nimhan Associates,"Mar 02, '18", 49.2 Lac, 5144,New Property
1067,732 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Sai Raj Heights, Punawale, Pimpri Chinchwad ",3 out of 11 floors,Semi-Furnished,Possession by Dec '18,Builder,Sai Baba Sales Pvt. Ltd.,"Mar 02, '18", 51.9 Lac,,New Property
1068,625 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Bhalchandra Puram, Ravet, Pimpri Chinchwad ",3 out of 10 floors,Unfurnished,Possession by Dec '18,Builder,Polite Group,"Mar 08, '18", 35.5 Lac,,New Property
1069,920 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",2 out of 8 floors,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 02, '18", 53.4 Lac, 5804,New Property
1070,765 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",5 out of 8 floors,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Mar 02, '18", 49 Lac,,New Property
1071,919 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",6 out of 8 floors,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Mar 02, '18", 56.5 Lac,,New Property
1072,657 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Florista County, Hadapsar ",4 out of 8 floors,Unfurnished,Ready to Move,Builder,I Build Supreme Union JV,"Mar 02, '18", 43 Lac,,New Property
1073,476 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Star City, Dudulgaon, Alandi ",5 out of 11 floors,Unfurnished,Possession by Dec '19,Agent,Rajmata Construction,"Mar 07, '18", 25.6 Lac,,New Property
1074,600 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Sonigara Neelangan, Chikhali ",3 out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Sonigara Homes,"Mar 08, '18", 36.8 Lac, 6133,New Property
1075,980 sqft,super area,,"    2 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 56.6 Lac, 5776,New Property
1076,920 sqft,super area,,"    2 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 53.4 Lac, 5804,New Property
1077,640 sqft,super area,,"    1 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 38.3 Lac, 5984,New Property
1078,975 sqft,super area,,"    2 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 56.4 Lac, 5785,New Property
1079,990 sqft,super area,,"    2 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 57.2 Lac, 5778,New Property
1080,960 sqft,super area,,"    2 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 55.5 Lac, 5781,New Property
1081,600 sqft,super area,,"    1 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 36.1 Lac, 6017,New Property
1082,625 sqft,super area,,"    1 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 37.5 Lac, 6000,New Property
1083,995 sqft,super area,,"    2 BHK Apartment  for Sale in Sonigara Excluzee, Wakad, Pimpri Chinchwad ",,Unfurnished,Ready to Move,Builder,Sonigara Homes,"Mar 08, '18", 57.4 Lac, 5769,New Property
1084,459 sqft,carpet area,10 Covered,"    1 BHK Apartment  for Sale in Elite Dreams, Phursungi ",5 out of 11 floors,Unfurnished,Possession by Feb '19,Builder,Gurudatta Developers ,"Jan 20, '18", 27.5 Lac,,New Property
1085,680 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in Onella Nest Phase 2, Sus ",3 out of 10 floors,Semi-Furnished,Possession by Dec '18,Builder,Nimhan Associates,"Feb 28, '18", 53.6 Lac,,New Property
1086,720 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in Onella Nest Phase 2, Sus ",2 out of 6 floors,Semi-Furnished,Possession by Dec '18,Builder,Nimhan Associates,"Feb 28, '18", 53.4 Lac,,New Property
1087,758 sqft,carpet area,,"    2 BHK Apartment  for Sale in Sai Raj Heights, Punawale, Pimpri Chinchwad ",6 out of 11 floors,Unfurnished,Possession by Oct '18,Builder,Sai Baba Sales Pvt. Ltd.,"Feb 22, '18", 53.6 Lac,,New Property
1088,913 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Imperium, Balewadi ",10 out of 11 floors,Semi-Furnished,Ready to Move,Builder,Vardaan Realty,"Mar 01, '18", 90.7 Lac,,Resale
1089,868 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Cleveland Park, NIBM Road ",5 out of 11 floors,Unfurnished,Possession by Dec '18,Builder,Vardaan Realty,"Mar 01, '18", 66.1 Lac,,New Property
1090,939 sqft,super area,"65 Covered, 100 Open","    2 BHK Apartment  for Sale in Onella Nest Phase 2, Sus ",10 out of 10 floors,Semi-Furnished,Possession by Dec '18,Builder,Nimhan Associates,"Feb 21, '18", 49 Lac, 5218,New Property
1091,600 sqft,carpet area,,"    2 BHK Apartment  for Sale in Sai Exotique, Chikhali ",3 out of 8 floors,Unfurnished,Possession by Aug '19,Builder,Sai Baba Sales Pvt. Ltd.,"Feb 28, '18", 34.3 Lac,,New Property
