,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
5715,1046 sqft,super area,1 Covered,"    2 BHK Flat  for sale Anant Venkatesh, in Pashan Pune ",5 out of 10 floors,Unfurnished,Possession by Mar '20,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 77.4 Lac, 7403,New Property
5716,1031 sqft,carpet area,2 Covered,"    2 BHK Flat  , Deccan Gymkhana, F C Road Pune ",3 out of 5 floors,Unfurnished,Ready to Move,Agent,Phoenix Properties,"Mar 09, '18", 1.60 Cr,,Resale
5717,803 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Lotus & Lily, in Pimple Nilakh, Pimpri Chinchwad Pune ",10 out of 12 floors,Semi-Furnished,Ready to Move,Agent,Ravindra V Patil,"Mar 02, '18", 72 Lac,,Resale
5718,667 sqft,carpet area,1 Covered,"    2 BHK Flat  , Narhe Pune ",4 out of 10 floors,Unfurnished,Possession by Jun '19,Agent,ARS Group,"Mar 13, '18", 43 Lac,,New Property
5719,820 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Woodsville, in Moshi Pune ",11 out of 12 floors,Unfurnished,Ready to Move,Agent,Property Chef Consulting Services,"Mar 15, '18", 55 Lac,,New Property
5720,704 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Siddhashila Eela, in Punawale, Pimpri Chinchwad Pune ",3 out of 17 floors,Unfurnished,Possession by Dec '19,Certified Agent,propline.in,"Feb 09, '18", 57 Lac,,New Property
5721,750 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Project Roseland Residency, in Pimple Saudagar, Pimpri Chinchwad Pune ",Upper Basement out of 2 floors,Semi-Furnished,Ready to Move,Agent,Galaxy Prop Solutions,"Mar 16, '18", 70 Lac,,Resale
5722,712 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pune Ville, in Punawale, Pimpri Chinchwad Pune ",6 out of 21 floors,Unfurnished,Possession by Mar '21,Agent,Dream 2 Home,"Feb 09, '18", 52.8 Lac,,New Property
5723,1010 sqft,super area,1 Covered,"    2 BHK Flat  for sale Amrut Ganga, in Sinhagad Road Pune ",11 out of 11 floors,Unfurnished,Ready to Move,,R P Consultancy Services,"Feb 07, '18", 70 Lac, 6931,Resale
5724,681 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Trident Towers , in Hinjewadi Pune ",2 out of 20 floors,Unfurnished,Possession by Dec '20,Certified Agent,propline.in,"Feb 11, '18", 62.8 Lac,,New Property
5725,770 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Megapolis Mystic, in Hinjewadi Pune ",14 out of 21 floors,Unfurnished,Possession by Dec '20,Agent,Flatons Real Estate Advisors,"Mar 16, '18", 68.3 Lac,,New Property
5726,980 sqft,super area,1 Covered,"    2 BHK Flat  , Magarpatta City Pune ",2 out of 7 floors,Furnished,Ready to Move,Agent,Navnath Enterprises,"Mar 09, '18", 72 Lac, 7347,Resale
5727,662 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pyramid County, in Bhukum Pune ",8 out of 11 floors,Unfurnished,Possession by Dec '18,Agent,Elite Properties ,"Mar 09, '18", 38.1 Lac,,New Property
5728,647 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Sai Shriya Samruddhi, in Wagholi Pune ",9 out of 12 floors,Unfurnished,Possession by Sep '19,Agent,Sai Shriya Builders,"Feb 02, '18", 41.3 Lac,,New Property
5729,746 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Perfect 10, in Balewadi Pune ",7 out of 12 floors,Unfurnished,Possession by Dec '18,Agent,Elite Properties ,"Mar 09, '18", 66 Lac,,New Property
5730,825 sqft,carpet area,,"    2 BHK Flat  for sale Wakad Centre, in Wakad, Pimpri Chinchwad Pune ",5 out of 10 floors,Unfurnished,Ready to Move,Agent,Vishwakarma Promoters & Realtors,"Feb 23, '18", 78 Lac,,New Property
5731,792 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pristine Pro Life, in Wakad, Pimpri Chinchwad Pune ",6 out of 12 floors,Unfurnished,Ready to Move,Agent,Capitaleq Realty,"Mar 07, '18", 75 Lac,,Resale
5732,566 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Urbania, in Wakad, Pimpri Chinchwad Pune ",5 out of 12 floors,Semi-Furnished,Possession by Dec '18,Certified Agent,Corazon Homes,"Feb 10, '18", 37 Lac,,New Property
5733,729 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Equilife Homes, in Balewadi Pune ",7 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Corazon Homes,"Mar 07, '18", 52 Lac,,New Property
5734,1040 sqft,super area,1 Covered,"    2 BHK Flat  for sale Rohan Mithila, in Viman Nagar Pune ",3 out of 6 floors,Furnished,Ready to Move,Agent,Kargil Properties,"Mar 12, '18", 83 Lac, 7981,Resale
5735,850 sqft,super area,1 Covered,"    2 BHK Flat  for sale Amanora Park Township, in Hadapsar Pune ",2 out of 8 floors,Unfurnished,Ready to Move,Agent,P Shah Global Properties,"Mar 15, '18", 80 Lac, 9412,Resale
5736,760 sqft,carpet area,"1 Covered, 1 Open","    2 BHK Flat  for sale Mont Vert Seville, in Wakad, Pimpri Chinchwad Pune ",8 out of 11 floors,Unfurnished,Ready to Move,Agent,Arch Real Estate,"Mar 09, '18", 61 Lac,,Resale
5737,950 sqft,super area,,"    2 BHK Flat  , Bibwewadi Pune ",2 out of 5 floors,Semi-Furnished,Ready to Move,Agent,Laddha Estate ,"Mar 07, '18", 78 Lac, 8211,Resale
5738,1149 sqft,super area,1 Covered,"    2 BHK Flat  for sale Galaxy One, in Kharadi Pune ",5 out of 11 floors,Unfurnished,Ready to Move,Agent,Urban Link Consulting Pvt. Ltd.,"Mar 15, '18", 83 Lac, 7224,Resale
5739,950 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Kumar Surakasha, in Kondhwa Pune ",4 out of 8 floors,Unfurnished,Ready to Move,Agent,Balaji Consultants,"Mar 13, '18", 58 Lac,,Resale
5740,718 sqft,carpet area,"1 Covered, 1 Open","    2 BHK Flat  for sale Venkatesh Lake Life, in Ambe Gaon Pune ",4 out of 9 floors,Unfurnished,Possession by Jun '18,Agent,Swapn Properties,"Mar 15, '18", 48.3 Lac,,New Property
5741,754 sqft,super area,1 Covered,"    2 BHK Flat  for sale SKYi Star Towers, in Bhugaon, Bavdhan Pune ",7 out of 8 floors,Unfurnished,Possession by Dec '19,Certified Agent,Hot Deals,"Feb 07, '18", 27.9 Lac, 3700,New Property
5742,742 sqft,carpet area,1 Covered,"    2 BHK Flat  , Kothrud Pune ",2 out of 5 floors,Unfurnished,Possession by Oct '18,Agent,My Home,"Mar 01, '18", 71.2 Lac,,New Property
5743,900 sqft,carpet area,,"    2 BHK Flat  for sale Nirmiti Albacitta, in Baner Pune ",11 out of 11 floors,Unfurnished,Ready to Move,Agent,Propndeals Realty Pvt. Ltd.,"Mar 04, '18", 79.9 Lac,,Resale
5744,650 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Shree Ganesh Vihar, in Dhanori Pune ",1 out of 5 floors,Semi-Furnished,Ready to Move,Agent,Tayjasvini Properties,"Mar 07, '18", 51 Lac,,Resale
5745,800 sqft,carpet area,,"    2 BHK Flat  for sale Naiknavare Indradhanu, in Kothrud Pune ",7 out of 13 floors,Unfurnished,Ready to Move,Agent,Nation First Properties,"Mar 09, '18", 1.20 Cr,,Resale
5746,969 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Nanded City, in Sinhagad Road Pune ",9 out of 21 floors,Unfurnished,Ready to Move,Agent,Smart City Properties ,"Mar 03, '18", 61 Lac,,Resale
5747,1050 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Gera Park View, in Kharadi Pune ",3 out of 14 floors,Semi-Furnished,Ready to Move,Agent,Sai Realty,"Mar 08, '18", 80 Lac,,Resale
5748,901 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Nandan Inspera, in Wakad, Pimpri Chinchwad Pune ",10 out of 12 floors,Unfurnished,Ready to Move,Agent,A Cube Real Estate,"Mar 09, '18", 82 Lac,,Resale
5749,1188 sqft,super area,1 Covered,"    2 BHK Flat  for sale Nirwana Arihant Residency, in Baner Pune ",1 out of 6 floors,Unfurnished,Ready to Move,Agent,Online Makan,"Mar 09, '18", 84.7 Lac, 7131,New Property
5750,840 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Woodsville, in Moshi Pune ",4 out of 12 floors,Unfurnished,Possession by Dec '18,Agent,Property Chef Consulting Services,"Mar 15, '18", 57 Lac,,New Property
5751,800 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Scapers Zenone, in Wakad, Pimpri Chinchwad Pune ",5 out of 10 floors,Unfurnished,Ready to Move,Agent,A Cube Real Estate,"Mar 09, '18", 69.5 Lac,,Resale
5752,638 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale DNV Elvira, in Tathawade, Dattwadi Pune ",3 out of 6 floors,Semi-Furnished,Ready to Move,Agent,Home Hunt Property Solution,"Mar 09, '18", 53 Lac,,New Property
5753,724 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Riverdale Heights, in Kharadi Pune ",5 out of 22 floors,Unfurnished,Possession by Aug '19,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 78 Lac,,New Property
5754,820 sqft,carpet area,,"    2 BHK Flat  for sale Wakad Centre, in Wakad, Pimpri Chinchwad Pune ",1 out of 11 floors,Unfurnished,Ready to Move,Agent,Vishwakarma Promoters & Realtors,"Feb 23, '18", 73 Lac,,New Property
5755,865 sqft,super area,1 Open,"    2 BHK Flat  for sale Rajyog Township, in Sinhagad Road Pune ",1 out of 7 floors,Semi-Furnished,Ready to Move,,R P Consultancy Services,"Mar 16, '18", 52 Lac, 6012,Resale
5756,760 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Sai Vihar Residency, in Pashan-Sus Road Pune ",5 out of 7 floors,Unfurnished,Ready to Move,Agent,Vikas Real Estate,"Feb 24, '18", 70 Lac,,Resale
5757,1255 sqft,super area,1 Covered,"    2 BHK Flat  for sale Imperial, in Baner Pune ",3 out of 21 floors,Unfurnished,Ready to Move,,R P Consultancy Services,"Feb 09, '18", 1.20 Cr, 9562,Resale
5758,850 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Casa Vibrante, in NIBM Annexe Pune ",10 out of 12 floors,Unfurnished,Ready to Move,Certified Agent,House 2 Home,"Mar 09, '18", 58 Lac,,Resale
5759,820 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale GK Atlanta Phase 1, in Wakad, Pimpri Chinchwad Pune ",10 out of 12 floors,Semi-Furnished,Ready to Move,Agent,Propndeals Realty Pvt. Ltd.,"Mar 04, '18", 69.1 Lac,,Resale
5760,805 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale F Residences, in Kalyani Nagar Pune ",14 out of 22 floors,Unfurnished,Ready to Move,Certified Agent,BX300 Realty,"Mar 16, '18", 82 Lac,,New Property
5761,805 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale F Residences, in Kalyani Nagar Pune ",10 out of 22 floors,Unfurnished,Ready to Move,Certified Agent,BX300 Realty,"Mar 16, '18", 81.5 Lac,,New Property
5762,688 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Prima Domus, in Patil Nagar-Balewadi Pune ",4 out of 14 floors,Unfurnished,Possession by Jun '18,Agent,City Adda Properties,"Mar 13, '18", 61.6 Lac,,New Property
5763,1267 sqft,super area,1 Covered,"    2 BHK Flat  for sale Atul Alcove, in Pimple Saudagar, Pimpri Chinchwad Pune ",4 out of 12 floors,Unfurnished,Ready to Move,,Value Homes Realty,"Mar 13, '18", 74 Lac, 5841,Resale
5764,858 sqft,carpet area,2 Covered,"    2 BHK Flat  for sale Gera Song of Joy Phase 1, in Kharadi Pune ",4 out of 12 floors,Unfurnished,Possession by May '18,Agent,R N Properties,"Mar 10, '18", 84 Lac,,New Property
5765,712 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Nyati Eternity, in NIBM Road Pune ",13 out of 13 floors,Unfurnished,Ready to Move,Agent,My Home Realtors,"Mar 08, '18", 54 Lac,,New Property
5766,665 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Ivy Estate, in Wagholi Pune ",7 out of 11 floors,Unfurnished,Ready to Move,Agent,Team Sync India Private Limited,"Mar 08, '18", 43 Lac,,New Property
5767,1220 sqft,super area,1 Covered,"    2 BHK Flat  for sale F Residences, in Kalyani Nagar Pune ",14 out of 22 floors,Unfurnished,Ready to Move,Certified Agent,BX300 Realty,"Mar 16, '18", 91.6 Lac, 7507,New Property
5768,1279 sqft,super area,1 Covered,"    2 BHK Flat  for sale Konark Orchid, in Wagholi Pune ",8 out of 12 floors,Unfurnished,Ready to Move,Agent,Property Tools,"Mar 14, '18", 57 Lac, 4457,New Property
5769,1110 sqft,super area,1 Covered,"    2 BHK Flat  for sale Silver Palm Grove, in Ravet, Pimpri Chinchwad Pune ",5 out of 11 floors,Unfurnished,Ready to Move,Certified Agent,BX300 Realty,"Mar 16, '18", 55.5 Lac, 5000,New Property
5770,876 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Kasturi Apostrophe, in Moshi Pune ",4 out of 12 floors,Semi-Furnished,Possession by Jul '18,Certified Agent,Discounted Homes,"Mar 13, '18", 82 Lac,,New Property
5771,920 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Godrej 24, in Hinjewadi Pune ",7 out of 17 floors,Unfurnished,Possession by Dec '20,Agent,Flatons Real Estate Advisors,"Mar 16, '18", 82 Lac,,New Property
5772,685 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Blossom, in Wagholi Pune ",5 out of 11 floors,Unfurnished,Possession by Dec '18,Agent,Property Chef Consulting Services,"Mar 16, '18", 41 Lac,,New Property
5773,730 sqft,carpet area,,"    2 BHK Flat  for sale Raheja Gardens, in Wanawari Pune ",5 out of 7 floors,Furnished,Ready to Move,Agent,Gazala Realtors,"Mar 10, '18", 70 Lac,,Resale
5774,656 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pyramid County, in Bhukum Pune ",6 out of 13 floors,Unfurnished,Possession by Dec '18,Agent,Musale Realtor,"Mar 14, '18", 31.9 Lac,,New Property
5775,745 sqft,super area,1 Covered,"    2 BHK Flat  for sale Paritosh, in Balewadi Pune ",7 out of 15 floors,Unfurnished,Possession by Dec '19,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 65.9 Lac, 8851,New Property
5776,831 sqft,carpet area,1 Covered,"    2 BHK Flat  , Balewadi Gaon, Balewadi Pune ",2 out of 8 floors,Unfurnished,Ready to Move,Agent,Home Hunt Property Solution,"Mar 09, '18", 71 Lac,,New Property
5777,852 sqft,carpet area,,"    2 BHK Flat  for sale Om Tropica, in Ravet, Pimpri Chinchwad Pune ",7 out of 12 floors,Semi-Furnished,Ready to Move,Agent,ADN Properties,"Mar 15, '18", 54.5 Lac,,Resale
5778,1043 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Crimson Dale, in Baner Pune ",2 out of 7 floors,Unfurnished,Ready to Move,Agent,Propndeals Realty Pvt. Ltd.,"Mar 14, '18", 99 Lac,,New Property
5779,1086 sqft,super area,1 Covered,"    2 BHK Flat  for sale F Residences, in Kalyani Nagar Pune ",14 out of 22 floors,Unfurnished,Ready to Move,Certified Agent,Hot Deals,"Feb 24, '18", 81.5 Lac, 7500,New Property
5780,768 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Horizons, in Wakad, Pimpri Chinchwad Pune ",2 out of 12 floors,Semi-Furnished,Ready to Move,Agent,A Cube Real Estate,"Mar 05, '18", 64 Lac,,Resale
5781,700 sqft,super area,1 Covered,"    2 BHK Flat  for sale Eastern Meadows, in Kharadi Pune ",4 out of 12 floors,Unfurnished,Possession by Dec '18,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 56 Lac, 8000,New Property
5782,706 sqft,super area,1 Covered,"    2 BHK Flat  for sale Hill Shire, in Wagholi Pune ",7 out of 14 floors,Unfurnished,Ready to Move,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 46.8 Lac, 6627,New Property
5783,1300 sqft,super area,,"    2 BHK Flat  for sale Marvel Albero, in Kondhwa Pune ",9 out of 17 floors,Unfurnished,Ready to Move,Agent,Shagun Estates,"Mar 10, '18", 80 Lac, 6154,New Property
5784,966 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale 24k Sereno, in Baner Pune ",10 out of 16 floors,Unfurnished,Ready to Move,Agent,PROPERTY PLAN IT,"Feb 07, '18", 85 Lac,,New Property
5785,850 sqft,super area,1 Open,"    2 BHK Flat  for sale Jagtap Patil Nano Spaces Phase II, in Ravet, Pimpri Chinchwad Pune ",12 out of 12 floors,Semi-Furnished,Ready to Move,Agent,Capitaleq Realty,"Mar 07, '18", 54 Lac, 6353,Resale
5786,610 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",4 out of 14 floors,Unfurnished,Possession by Dec '19,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 42.1 Lac,,New Property
5787,1070 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Grande View 7, in Ambe Gaon Pune ",10 out of 11 floors,Unfurnished,Ready to Move,Agent,Property Zone,"Mar 14, '18", 57 Lac,,New Property
5788,664 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Saarrthi Stanza, in Punawale, Pimpri Chinchwad Pune ",9 out of 12 floors,Unfurnished,Possession by Jul '19,Certified Agent,propline.in,"Feb 09, '18", 52 Lac,,New Property
5789,661 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Sai Shriya Samruddhi, in Wagholi Pune ",11 out of 12 floors,Unfurnished,Possession by Sep '19,Agent,Sai Shriya Builders,"Feb 02, '18", 41.7 Lac,,New Property
5790,850 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale DSK Sundarban, in Hadapsar Pune ",3 out of 9 floors,Unfurnished,Ready to Move,Agent,Kuber Properties,"Mar 07, '18", 65 Lac,,Resale
5791,800 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Kunal Riverside, in Chinchwad, Pimpri Chinchwad Pune ",3 out of 5 floors,Semi-Furnished,Ready to Move,Agent,Capitaleq Realty,"Feb 28, '18", 47 Lac,,Resale
5792,800 sqft,carpet area,,"    2 BHK Flat  for sale Brahma Suncity, in Wadgaon Sheri Pune ",4 out of 9 floors,Unfurnished,Ready to Move,Agent,M S Real Estate Consultants,"Mar 09, '18", 76 Lac,,Resale
5793,679 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Sai Shriya Samruddhi, in Wagholi Pune ",3 out of 12 floors,Unfurnished,Possession by Sep '19,Agent,Sai Shriya Builders,"Feb 02, '18", 42.9 Lac,,New Property
5794,491 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Future Towers, in Amanora Park Town Pune ",17 out of 23 floors,Unfurnished,Ready to Move,Agent,Chaitanya Properties,"Mar 14, '18", 65 Lac,,Resale
5795,1074 sqft,super area,1 Covered,"    2 BHK Flat  for sale Bhondve Orchid, in Ravet, Pimpri Chinchwad Pune ",7 out of 11 floors,Unfurnished,Ready to Move,Certified Agent,BX300 Realty,"Mar 16, '18", 51.6 Lac, 4800,New Property
5796,1050 sqft,super area,1 Open,"    2 BHK Flat  for sale Whistling Palms, in Wakad, Pimpri Chinchwad Pune ",3 out of 7 floors,Semi-Furnished,Ready to Move,Agent,Vision Realty,"Mar 14, '18", 70 Lac, 6667,Resale
5797,880 sqft,carpet area,,"    2 BHK Flat  for sale Konark Pooram, in Kondhwa Pune ",1 out of 6 floors,Unfurnished,Ready to Move,Agent,Hathai Realtors,"Mar 11, '18", 54 Lac,,Resale
5798,805 sqft,carpet area,,"    2 BHK Flat  for sale Life Republic, in Hinjewadi Pune ",18 out of 22 floors,Unfurnished,Ready to Move,Agent,Archana Enterprises,"Mar 03, '18", 63 Lac,,Resale
5799,900 sqft,super area,,"    2 BHK Flat  for sale Sukhwani Classic, in Koregaon Park Pune ",1 out of 5 floors,Unfurnished,Ready to Move,Agent,Hermitage India,"Mar 16, '18", 90 Lac, 10000,Resale
5800,679 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Dream Lynnea, in Wagholi Pune ",8 out of 12 floors,Unfurnished,Ready to Move,Agent,AV Homes,"Mar 11, '18", 38.4 Lac,,New Property
5801,1017 sqft,super area,,"    2 BHK Flat  for sale Kharadi Residency, in Kharadi Pune ",5 out of 12 floors,Unfurnished,5 out of 12 floors,Agent,M S Real Estate Consultants,"Mar 09, '18", 67.8 Lac, 6664,New Property
5802,950 sqft,super area,1 Open,"    2 BHK Flat  for sale Ganga Sparsh, in NIBM Annexe Pune ",6 out of 7 floors,Semi-Furnished,Ready to Move,Agent,Falcon Realtors,"Mar 12, '18", 55 Lac, 5789,Resale
5803,1025 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Blue Ridge, in Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi Pune ",19 out of 25 floors,Unfurnished,Ready to Move,Agent,Parshva Estate,"Feb 28, '18", 82 Lac,,Resale
5804,1000 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Green Valley, in Wanwadi Gaon, Wanwadi Pune ",3 out of 8 floors,Unfurnished,Ready to Move,Certified Agent,House 2 Home,"Mar 09, '18", 1.02 Cr,,Resale
5805,695 sqft,super area,1 Covered,"    2 BHK Flat  for sale Pinnacle, in Keshav Nagar, Mundhwa Pune ",5 out of 10 floors,Unfurnished,Possession by Dec '19,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 43.7 Lac, 6290,New Property
5806,606 sqft,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",4 out of 12 floors,Unfurnished,Possession by Dec '18,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 63.4 Lac, 10462,New Property
5807,1027 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Blue Ridge, in Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi Pune ",11 out of 25 floors,Unfurnished,Ready to Move,Agent,Parshva Estate,"Feb 28, '18", 83 Lac,,Resale
5808,905 sqft,carpet area,1 Covered,"    2 BHK Flat  , NIBM Road Pune ",5 out of 7 floors,Semi-Furnished,Ready to Move,Agent,Sharma Properties,"Mar 09, '18", 83.5 Lac,,Resale
5809,885 sqft,super area,1 Covered,"    2 BHK Flat  for sale Star Altair, in Bhugaon, Bavdhan Pune ",6 out of 11 floors,Unfurnished,Possession by Dec '18,Certified Agent,BX300 Realty,"Mar 16, '18", 52.2 Lac, 5898,New Property
5810,878 sqft,super area,1 Covered,"    2 BHK Flat  for sale Star Altair, in Bhugaon, Bavdhan Pune ",6 out of 11 floors,Unfurnished,Possession by Dec '18,Certified Agent,BX300 Realty,"Mar 16, '18", 51.8 Lac, 5900,New Property
5811,740 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale GK Atlanta Phase 1, in Wakad, Pimpri Chinchwad Pune ",10 out of 12 floors,Semi-Furnished,Ready to Move,Agent,Propndeals Realty Pvt. Ltd.,"Feb 26, '18", 69.9 Lac,,Resale
5812,642 sqft,carpet area,1 Covered,"    2 BHK Flat  , Warje Pune ",7 out of 7 floors,Semi-Furnished,Ready to Move,Agent,Natu Properties,"Mar 08, '18", 54 Lac,,Resale
5813,670 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Neo City, in Wagholi Pune ",6 out of 10 floors,Unfurnished,Ready to Move,Certified Agent,Property Asset Management Corporation,"Mar 13, '18", 36.5 Lac,,New Property
5814,900 sqft,carpet area,,"    2 BHK Flat  , Pimple Saudagar, Pimpri Chinchwad Pune ",5 out of 11 floors,Unfurnished,Ready to Move,Agent,Satyam Property,"Mar 10, '18", 69 Lac,,Resale
5815,579 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pyramid County, in Bhukum Pune ",9 out of 13 floors,Unfurnished,Possession by Dec '18,Agent,Real Estate,"Mar 16, '18", 38 Lac,,New Property
5816,530 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Godrej Greens, in Undri Pune ",8 out of 23 floors,Unfurnished,Possession by Dec '20,Agent,Prop Invest Consulting,"Mar 14, '18", 43 Lac,,New Property
5817,850 sqft,carpet area,,"    2 BHK Flat  for sale Ike No Midori, in Bavdhan Pune ",4 out of 7 floors,Unfurnished,Ready to Move,Agent,Devayani Properties,"Mar 14, '18", 70 Lac,,Resale
5818,1045 sqft,super area,1 Covered,"    2 BHK Flat  for sale Kumar Primrose, in EON Free Zone, Kharadi Pune ",5 out of 11 floors,Unfurnished,Ready to Move,Agent,Sai Real Estate,"Mar 09, '18", 71 Lac, 6794,Resale
5819,735 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Astral Residency, in Punawale, Pimpri Chinchwad Pune ",4 out of 7 floors,Unfurnished,Ready to Move,Agent,A Cube Real Estate,"Mar 07, '18", 42.5 Lac,,Resale
5820,900 sqft,carpet area,1 Covered,"    2 BHK Flat  , Pashan-Sus Road Pune ",5 out of 8 floors,Furnished,Ready to Move,Agent,Someshwar Enterprises,"Mar 06, '18", 63 Lac,,Resale
5821,549 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Shriyans, in Punawale, Pimpri Chinchwad Pune ",8 out of 12 floors,Semi-Furnished,Ready to Move,Owner,Kailas M,"Mar 15, '18", 49 Lac,,Resale
5822,761 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale SKYi Star Town, in Bhukum Pune ",5 out of 11 floors,Unfurnished,Possession by Dec '19,Agent,Elite Properties ,"Mar 09, '18", 28.2 Lac,,New Property
5823,740 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Supriya Sankul, in Baner Pune ",4 out of 7 floors,Semi-Furnished,Ready to Move,Certified Agent,Nest Seekers Real Estate,"Mar 12, '18", 65 Lac,,Resale
5824,983 sqft,super area,1 Covered,"    2 BHK Flat  for sale Konark Orchids, in Wagholi Pune ",7 out of 12 floors,Unfurnished,Ready to Move,Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 14, '18", 56.5 Lac, 5743,New Property
5825,1155 sqft,super area,,"    2 BHK Flat  for sale Verve Apartment, in Wakad, Pimpri Chinchwad Pune ",3 out of 11 floors,Unfurnished,Ready to Move,Agent,Siddhi Estates,"Mar 08, '18", 65 Lac, 5628,Resale
5826,805 sqft,carpet area,"1 Covered, 1 Open","    2 BHK Flat  for sale Life Republic, in Hinjewadi Pune ",16 out of 22 floors,Unfurnished,Ready to Move,Agent,Archana Enterprises,"Mar 05, '18", 63 Lac,,Resale
5827,930 sqft,super area,,"    2 BHK Flat  for sale Arena 29, in Pimple Saudagar, Pimpri Chinchwad Pune ",3 out of 8 floors,Unfurnished,Ready to Move,Agent,Prop Detector,"Mar 13, '18", 64 Lac, 6882,Resale
5828,1195 sqft,super area,1 Covered,"    2 BHK Flat  for sale Downtown Langston, in EON Free Zone, Kharadi Pune ",6 out of 12 floors,Semi-Furnished,Ready to Move,Agent,JK Properties,"Mar 09, '18", 84.5 Lac, 7071,Resale
5829,700 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Castle Royale, in Lohegaon Pune ",1 out of 9 floors,Unfurnished,Ready to Move,Agent,Tayjasvini Properties,"Mar 07, '18", 45 Lac,,New Property
