,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
0,768 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Riverdale Heights, in Kharadi Pune ",9 out of 23 floors,Unfurnished,Possession by Jul '19,Certified Agent,Remax V21 Realty Plus Pune,"Mar 04, '18", 64.7 Lac,,New Property
1,341 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Bhagyasthan, in Talegaon Dabhade Pune ",5 out of 7 floors,Unfurnished,Possession by Mar '19,Certified Agent,Remax V21 Realty Plus Pune,"Feb 28, '18", 25 Lac,,New Property
2,801 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale V Uptown, in Ravet, Pimpri Chinchwad Pune ",5 out of 11 floors,Unfurnished,Possession by Dec '20,Certified Agent,Remax V21 Realty Plus Pune,"Mar 09, '18", 44 Lac,,New Property
3,613 sqft,carpet area,,"    2 BHK Flat  for sale NEA Pure Homes, in Baner road Pune ",3 out of 6 floors,Unfurnished,Possession by Dec '18,Certified Agent,Remax V21 Realty Plus Pune,"Mar 08, '18", 51 Lac,,New Property
4,772 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",9 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Remax V21 Realty Plus Pune,"Feb 28, '18", 35 Lac,,New Property
5,488 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",9 out of 15 floors,Unfurnished,Possession by Sep '20,Certified Agent,Remax V21 Realty Plus Pune,"Mar 03, '18", 39.8 Lac,,New Property
6,786 sqft,carpet area,1 Covered,"    2 BHK Flat  , Balewadi Phata, Baner Pune ",5 out of 11 floors,Unfurnished,Possession by Jul '18,Certified Agent,Remax V21 Realty Plus Pune,"Feb 28, '18", 60 Lac,,New Property
7,745 sqft,super area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",5 out of 12 floors,Unfurnished,Possession by Jun '19,Certified Agent,Remax V21 Realty Plus Pune,"Feb 28, '18", 58 Lac, 7785,New Property
8,840 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Godrej Infinity, in Keshav Nagar, Mundhwa Pune ",9 out of 22 floors,Unfurnished,Possession by Sep '19,Certified Agent,Remax V21 Realty Plus Pune,"Feb 14, '18", 75 Lac,,New Property
9,920 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Godrej 24, in Hinjewadi Pune ",10 out of 17 floors,Semi-Furnished,Possession by Sep '21,Certified Agent,Remax V21 Realty Plus Pune,"Feb 16, '18", 87 Lac,,New Property
10,1227 sqft,super area,1 Covered,"    2 BHK Flat  for sale Purva Silversands, in Mundhwa Pune ",,Unfurnished,Possession by Nov '21,Builder,Puravankara Projects Limited,"Mar 06, '18", 94.2 Lac, 7677,New Property
11,910 sqft,super area,1 Covered,"    2 BHK Flat  for sale Purva Silversands, in Mundhwa Pune ",,Unfurnished,Possession by Nov '21,Builder,Puravankara Projects Limited,"Mar 06, '18", 71.9 Lac, 7901,New Property
12,56 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 74.1 Lac, 12293,New Property
13,56 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 77 Lac, 12774,New Property
14,56 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 74 Lac, 12276,New Property
15,65 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 86.6 Lac, 12377,New Property
16,65 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 75.1 Lac, 10734,New Property
17,61 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 75.1 Lac, 11437,New Property
18,61 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 75 Lac, 11422,New Property
19,61 sqm,super area,1 Covered,"    2 BHK Flat  for sale Vertical Oriana, in Keshav Nagar, Mundhwa Pune ",,Unfurnished,Possession by Dec '18,Builder,Vertical Infra,"Mar 15, '18", 81.5 Lac, 12412,New Property
20,75 sqm,carpet area,,"    2 BHK Flat  for sale Uttam Townscapes, in Vishrantwadi, Airport Road Pune ",,Unfurnished,Possession by Aug '18,Builder,Fortune Developers & Infrastructures,"Mar 12, '18", 97 Lac,,New Property
21,75 sqm,carpet area,,"    2 BHK Flat  for sale Uttam Townscapes, in Vishrantwadi, Airport Road Pune ",,Unfurnished,Possession by Aug '18,Builder,Fortune Developers & Infrastructures,"Mar 12, '18", 95.3 Lac,,New Property
22,807 sqft,super area,1 Covered,"    2 BHK Flat  for sale Uttam Townscapes, in Vishrantwadi, Airport Road Pune ",2 out of 15 floors,Unfurnished,Possession by Aug '18,Builder,Fortune Developers & Infrastructures,"Mar 14, '18", 97.2 Lac, 12045,New Property
23,90 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Amanora Neo Towers, in Amanora Park Town Pune ",6,Unfurnished,Possession by Jun '18,Builder,Amanora Park Town,"Mar 07, '18", 1.10 Cr,,New Property
24,90 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Amanora Neo Towers, in Amanora Park Town Pune ",4,Unfurnished,Possession by Jun '18,Builder,Amanora Park Town,"Mar 07, '18", 1.20 Cr,,New Property
25,95 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",6 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 12, '18", 1.50 Cr, 14668,New Property
26,74 sqm,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",6,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 16, '18", 90 Lac, 11299,New Property
27,85 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",6 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 12, '18", 1.40 Cr, 15301,New Property
28,82 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",6 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 12, '18", 1.30 Cr, 14728,New Property
29,85 sqm,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",6,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 16, '18", 1.02 Cr, 11148,New Property
30,75 sqm,carpet area,,"    2 BHK Flat  for sale Uttam Townscapes, in Vishrantwadi, Airport Road Pune ",,Unfurnished,Possession by Aug '18,Builder,Fortune Developers & Infrastructures,"Mar 12, '18", 97 Lac,,New Property
31,75 sqm,carpet area,,"    2 BHK Flat  for sale Uttam Townscapes, in Vishrantwadi, Airport Road Pune ",,Unfurnished,Possession by Aug '18,Builder,Fortune Developers & Infrastructures,"Mar 12, '18", 95.3 Lac,,New Property
32,807 sqft,super area,1 Covered,"    2 BHK Flat  for sale Uttam Townscapes, in Vishrantwadi, Airport Road Pune ",2 out of 15 floors,Unfurnished,Possession by Aug '18,Builder,Fortune Developers & Infrastructures,"Mar 14, '18", 97.2 Lac, 12045,New Property
33,90 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Amanora Neo Towers, in Amanora Park Town Pune ",6,Unfurnished,Possession by Jun '18,Builder,Amanora Park Town,"Mar 07, '18", 1.10 Cr,,New Property
34,90 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Amanora Neo Towers, in Amanora Park Town Pune ",4,Unfurnished,Possession by Jun '18,Builder,Amanora Park Town,"Mar 07, '18", 1.20 Cr,,New Property
35,95 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",6 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 12, '18", 1.50 Cr, 14668,New Property
36,74 sqm,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",6,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 16, '18", 90 Lac, 11299,New Property
37,85 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",6 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 12, '18", 1.40 Cr, 15301,New Property
38,82 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",6 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 12, '18", 1.30 Cr, 14728,New Property
39,85 sqm,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",6,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 16, '18", 1.02 Cr, 11148,New Property
40,68 sqm,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",9,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 16, '18", 85 Lac, 11612,New Property
41,68 sqm,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",9,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 16, '18", 84 Lac, 11476,New Property
42,81 sqm,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",6,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Mar 16, '18", 98 Lac, 11240,New Property
43,807 sqft,super area,,"    2 BHK Flat  for sale Uttam Townscapes, in Vishrantwadi, Airport Road Pune ",3 out of 15 floors,Unfurnished,Possession by Aug '18,Builder,Fortune Developers & Infrastructures,"Feb 21, '18", 95.5 Lac, 11834,New Property
44,87 sqm,carpet area,,"    2 BHK Flat  for sale Eon Homes, in Hinjewadi Pune ",,Unfurnished,Possession by Dec '22,Builder,Kasturi Housing,"Feb 19, '18", 78 Lac,,New Property
45,103 sqm,carpet area,,"    2 BHK Flat  for sale Eon Homes, in Hinjewadi Pune ",,Unfurnished,Possession by Dec '20,Builder,Kasturi Housing,"Feb 19, '18", 88 Lac,,New Property
46,691 sqft,carpet area,,"    2 BHK Flat  for sale Astonia Classic, in Undri Pune ",2 out of 12 floors,Unfurnished,2 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Feb 22, '18", 45 Lac,,New Property
47,685 sqft,super area,,"    2 BHK Flat  for sale Astonia Classic, in Undri Pune ",2 out of 12 floors,Unfurnished,2 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Feb 22, '18", 45 Lac, 6569,New Property
48,86 sqm,carpet area,,"    2 BHK Flat  for sale Eon Homes, in Hinjewadi Pune ",,Unfurnished,Possession by Dec '20,Builder,Kasturi Housing,"Feb 19, '18", 73 Lac,,New Property
49,819 sqft,super area,,"    2 BHK Flat  for sale Amit Bloomfield, in Ambe Gaon Pune ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 65 Lac, 7937,New Property
50,844 sqft,super area,,"    2 BHK Flat  for sale Amit Bloomfield, in Ambe Gaon Pune ",,Unfurnished,New Property,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 65 Lac, 7701,New Property
51,76 sqm,carpet area,,"    2 BHK Flat  for sale Eon Homes, in Hinjewadi Pune ",,Unfurnished,Possession by Dec '22,Builder,Kasturi Housing,"Feb 19, '18", 65 Lac,,New Property
52,82 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",3 out of 45 floors,Unfurnished,3 out of 45 floors,Builder,Amanora Park Town,"Mar 13, '18", 1.30 Cr, 14728,New Property
53,82 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",3 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 13, '18", 1.30 Cr, 14728,New Property
54,85 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",4 out of 45 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Mar 13, '18", 1.40 Cr, 15301,New Property
55,1123 sqft,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",32 out of 32 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Feb 24, '18", 92 Lac, 8192,New Property
56,1123 sqft,super area,1 Covered,"    2 BHK Flat  for sale Adreno Towers, in Amanora Park Town Pune ",32 out of 32 floors,Unfurnished,Possession by Dec '19,Builder,Amanora Park Town,"Feb 24, '18", 92 Lac, 8192,New Property
57,957 sqft,super area,1 Covered,"    2 BHK Flat  for sale Amanora Neo Towers, in Amanora Park Town Pune ",31 out of 31 floors,Unfurnished,Possession by Sep '18,Builder,Amanora Park Town,"Feb 17, '18", 84 Lac, 8777,New Property
58,957 sqft,super area,1 Covered,"    2 BHK Flat  for sale Amanora Neo Towers, in Amanora Park Town Pune ",31 out of 31 floors,Unfurnished,Possession by Oct '18,Builder,Amanora Park Town,"Feb 17, '18", 84 Lac, 8777,New Property
59,83 sqm,super area,1 Covered,"    2 BHK Flat  for sale Gateway Towers, in Amanora Park Town Pune ",20 out of 20 floors,Unfurnished,Possession by Dec '18,Builder,Amanora Park Town,"Jan 27, '18", 1.30 Cr, 14551,New Property
60,819 sqft,super area,1 Covered,"    2 BHK Flat  for sale Amit Bloomfield, in Ambe Gaon Pune ",2 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Mar 15, '18", 65 Lac, 7937,New Property
61,76 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Amit Colori, in Undri Pune ",3 out of 12 floors,Unfurnished,3 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Mar 16, '18", 52 Lac,,New Property
62,69 sqm,super area,1 Covered,"    2 BHK Flat  for sale Amit Colori, in Undri Pune ",8 out of 12 floors,Unfurnished,8 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Mar 15, '18", 48.5 Lac, 6525,New Property
63,76 sqm,super area,1 Covered,"    2 BHK Flat  for sale Amit Colori, in Undri Pune ",3 out of 12 floors,Unfurnished,3 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Mar 15, '18", 54 Lac, 6601,New Property
64,75 sqm,super area,1 Covered,"    2 BHK Flat  for sale Amit Colori, in Undri Pune ",5 out of 12 floors,Unfurnished,5 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Mar 15, '18", 54 Lac, 6689,New Property
65,87 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Eon Homes, in Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi Pune ",3 out of 20 floors,Unfurnished,Possession by Dec '20,Builder,Kasturi Housing,"Mar 14, '18", 76.4 Lac,,New Property
66,854 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Astonia Royale, in Ambe Gaon Pune ",3 out of 22 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Mar 15, '18", 65 Lac,,New Property
67,685 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Astonia Classic, in Undri Pune ",1 out of 12 floors,Unfurnished,Possession by Dec '20,Builder,Amit Enterprises Housing Ltd.,"Mar 16, '18", 45 Lac,,New Property
68,75 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Amit Colori, in Undri Pune ",3 out of 12 floors,Unfurnished,3 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Mar 05, '18", 52 Lac,,New Property
69,691 sqft,carpet area,,"    2 BHK Flat  for sale Astonia Classic, in Undri Pune ",1 out of 12 floors,Unfurnished,Possession by Dec '20,Builder,Amit Enterprises Housing Ltd.,"Mar 02, '18", 45 Lac,,New Property
70,844 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Amit Bloomfield, in Ambe Gaon Pune ",4 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 65 Lac,,New Property
71,805 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Woodsville, in Moshi Pune ",4 out of 12 floors,Unfurnished,Possession by Jun '20,Builder,Pharande Spaces,"Mar 08, '18", 63.5 Lac,,New Property
72,713 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pune Ville, in Punawale, Pimpri Chinchwad Pune ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 62 Lac,,New Property
73,805 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pune Ville, in Punawale, Pimpri Chinchwad Pune ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 70.3 Lac,,New Property
74,857 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Pune Ville, in Punawale, Pimpri Chinchwad Pune ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 75 Lac,,New Property
75,775 sqft,carpet area,,"    2 BHK Flat  for sale Puraniks Abitante, in Bavdhan Pune ",,Unfurnished,Possession by Dec '18,Builder,Puranik Builders,"Mar 16, '18", 63.9 Lac,,New Property
76,1063 sqft,super area,,"    2 BHK Flat  for sale Konark Bella Vista, in Magarpatta City Pune ",,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 08, '18", 1.18 Cr, 11101,New Property
77,1035 sqft,super area,,"    2 BHK Flat  for sale Konark Orchid, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 16, '18", 60 Lac, 5797,New Property
78,646 sqft,carpet area,,"    2 BHK Flat  for sale Panchamrut, in Ambe Gaon Pune ",,Unfurnished,New Property,Builder,Kool Homes,"Jan 31, '18", 68.5 Lac,,New Property
79,669 sqft,carpet area,,"    2 BHK Flat  for sale Panchamrut, in Ambe Gaon Pune ",,Unfurnished,New Property,Builder,Kool Homes,"Jan 31, '18", 63.5 Lac,,New Property
80,88 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Eon Homes, in Phase 3, Hinjawadi Pune ",2 out of 20 floors,Semi-Furnished,Possession by Dec '22,Builder,Kasturi Housing,"Mar 16, '18", 78 Lac,,New Property
81,77 sqm,carpet area,1 Covered,"    2 BHK Flat  for sale Eon Homes, in Phase 3, Hinjawadi Pune ",3 out of 20 floors,Semi-Furnished,Possession by Dec '22,Builder,Kasturi Housing,"Mar 16, '18", 65 Lac,,New Property
82,771 sqft,carpet area,,"    2 BHK Flat  for sale Puraniks Abitante, in Bavdhan Pune ",3 out of 15 floors,Unfurnished,Possession by Dec '18,Builder,Puranik Builders,"Jan 31, '18", 77.8 Lac,,New Property
83,682 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Puraniks Aldea Espenola Phase 6, in Mahalunge Pune ",7 out of 15 floors,Unfurnished,Possession by Sep '21,Builder,Puranik Builders,"Feb 08, '18", 63.2 Lac,,New Property
84,805 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Woodsville, in Moshi Pune ",2 out of 12 floors,Unfurnished,Possession by Jun '20,Builder,Pharande Spaces,"Mar 08, '18", 63.5 Lac,,New Property
85,1035 sqft,super area,1 Covered,"    2 BHK Flat  for sale Konark Orchid, in Wagholi Pune ",5 out of 12 floors,Unfurnished,Ready to Move,Builder,Karia Developers,"Feb 17, '18", 60 Lac, 5797,New Property
86,1063 sqft,super area,1 Covered,"    2 BHK Flat  for sale Konark Bella Vista, in Magarpatta City Pune ",1 out of 13 floors,Unfurnished,Ready to Move,Builder,Karia Developers,"Mar 02, '18", 1.18 Cr, 11101,New Property
87,858 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Florida Water Color Residences, in Keshav Nagar, Mundhwa Pune ",1 out of 14 floors,Unfurnished,Possession by Dec '19,Builder,Oxford One Earth,"Mar 13, '18", 76.3 Lac,,New Property
88,881 sqft,carpet area,,"    2 BHK Flat  for sale Park Land Homes, in B.T Kawade Road Pune ",Ground out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Feb 22, '18", 88.3 Lac,,New Property
89,957 sqft,carpet area,,"    2 BHK Flat  for sale Park Land Homes, in B.T Kawade Road Pune ",Ground out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Feb 22, '18", 1.25 Cr,,New Property
90,577 sqft,carpet area,,"    2 BHK Flat  for sale Ganga Fernhill, in Undri Pune ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 12, '18", 52.5 Lac,,New Property
91,585 sqft,carpet area,,"    2 BHK Flat  for sale Ganga Fernhill, in Undri Pune ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 12, '18", 53 Lac,,New Property
92,561 sqft,carpet area,,"    2 BHK Flat  for sale Ganga Fernhill, in Undri Pune ",1,Unfurnished,Ready to Move,Builder,Goel Ganga Developments,"Mar 12, '18", 51.4 Lac,,New Property
93,1455 sqft,super area,1 Covered,"    2 BHK Flat  for sale Park Marina, in Baner Pune ",,Unfurnished,Ready to Move,Builder,Sujay Associates,"Mar 14, '18", 1.07 Cr, 7354,New Property
94,1410 sqft,super area,1 Covered,"    2 BHK Flat  for sale Park Marina, in Baner Pune ",,Unfurnished,Ready to Move,Builder,Sujay Associates,"Mar 14, '18", 1.04 Cr, 7376,New Property
95,430 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Bhagyasthan, in Talegaon Dabhade Pune ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 13, '18", 26.7 Lac,,New Property
96,617 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Mar 12, '18", 43 Lac,,New Property
97,761 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Solitaire , in Baner - Pashan Link Road Pune ",,Unfurnished,Possession by Dec '20,Builder,VTP Realty,"Mar 05, '18", 84 Lac,,New Property
98,500 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Mar 12, '18", 34 Lac,,New Property
99,776 sqft,super area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",2,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 58.2 Lac, 7500,New Property
100,647 sqft,super area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",5,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 50.4 Lac, 7790,New Property
101,423 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Bhagyasthan, in Talegaon Dabhade Pune ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 13, '18", 26.1 Lac,,New Property
102,725 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Mar 12, '18", 49.4 Lac,,New Property
103,645 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Mar 12, '18", 43.9 Lac,,New Property
104,723 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Mar 12, '18", 49.2 Lac,,New Property
105,957 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale VTP Purvanchal , in Wagholi Pune ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Mar 12, '18", 63.5 Lac,,New Property
106,813 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 64.4 Lac,,New Property
107,790 sqft,super area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 59.6 Lac, 7544,New Property
108,683 sqft,super area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",6,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 51.7 Lac, 7570,New Property
109,775 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Park Land Homes, in B.T Kawade Road Pune ",7 out of 15 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Mar 16, '18", 87 Lac,,New Property
110,784 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 36.4 Lac,,New Property
111,715 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 56 Lac,,New Property
112,725 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 62 Lac,,New Property
113,680 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Urban Nest, in Undri Pune ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 54 Lac,,New Property
114,755 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 35.2 Lac,,New Property
115,771 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 36.4 Lac,,New Property
116,746 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 35.2 Lac,,New Property
117,918 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 41.9 Lac,,New Property
118,724 sqft,carpet area,1 Open,"    2 BHK Flat  for sale VTP Urban Life, in Talegaon Dabhade Pune ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 34.6 Lac,,New Property
119,566 sqft,carpet area,,"    2 BHK Flat  for sale Oxy Flora, in Lonikand Pune ",,Unfurnished,New Property,Builder,Venkatesh Oxy Group,"Mar 12, '18", 27.7 Lac,,New Property
120,732 sqft,super area,,"    2 BHK Flat  for sale Oxy Evolve, in Wagholi Pune ",,Unfurnished,Ready to Move,Builder,Venkatesh Oxy Group,"Mar 09, '18", 42.4 Lac, 5793,New Property
