,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
486,8817,74.45,75.65,72.55,2219,"23,948","72,965","57,954","42,684",73.10,75.80,72.45,"134,032","328,719","338,410","154,816",57%,,,43%,Aro Granite Industries Ltd.,CERAMICS & GRANITE
487,,,,,,,,,,,,,,,,,,,,,Arochem Silvassa Ltd.,DETERGENTS
488,,,,,,,,,,,,,,,,,,,,,Aroni Commercials Ltd.,FINANCE - GENERAL
489,,,,,,,,,,,,,,,,,,,,,Arora Fibres Ltd.,TEXTILES - MANMADE
490,,,,,,,,,,,,,,,,,,,,,Arpan Leasing Company Ltd.,FINANCE - INVESTMENTS
491,,,,,,,,,,,,,,,,,,,,,,
492,629,492.95,490.60,495.40,1150,"6,175","13,680","7,403","6,930",492.00,488.95,494.45,"5,879","55,882","31,848","17,954",100%,,,,Arrow Greentech Ltd.,PLASTICS
493,459,46.00,44.40,44.80,6202,"308,353","8,679","10,456","8,555",45.00,44.70,44.60,"22,823","32,745","54,218","32,738",,,,,Arrow Textiles Ltd.,TEXTILES - WEAVING
494,9401,97.00,103.35,104.70,9955,"36,964","34,983","48,455","27,711",104.80,103.85,104.95,"117,168","162,516","204,506","159,432",100%,,,,Arshiya Ltd.,TRANSPORT & LOGISTICS
495,996,53.00,53.90,54.85,624,"3,339","9,818","12,926","7,636",54.00,54.40,54.25,"14,020","24,160","31,688","15,372",50%,17%,50% buying,33%,ARSS Infrastructure Projects Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
496,,,,,,,,,,30.00,30.00,30.00,"6,000","7,200","11,200","7,200",,,,,Art Nirman Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
497,2000,5.08,5.07,5.03,3100,"23,390","17,706","12,690","16,132",,,,,,,,,,,,Artech Power Products Ltd.,ELECTRIC EQUIPMENT
498,-,51.90,51.90,51.90,12,5,"3,191","3,359",885,,,,,,,,86%,,,,Artefact Projects Ltd.,ENGINEERING
499,541,124.55,123.00,123.95,729,"1,110","8,953","7,241","9,219",126.60,123.25,123.15,"7,766","20,214","14,597","23,652",,,,,Artemis Global Life Science Ltd.,MISCELLANEOUS
500,,,,,,,,,,,,,,,,,,,,,Arti Agro Industries Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
501,,,,,,,,,,,,,,,,,,,,,Artillegence Bio Innovations Ltd.,CHEMICALS
502,1600,104.00,102.15,101.80,7533,"38,080","43,040","63,215","45,872",,,,,,,,100%,,,,Artson Engineering Ltd.,ENGINEERING
503,,,,,,,,,,,,,,,,,,,,,Arun Mantex Ltd.,PACKAGING
504,,,,,,,,,,,,,,,,,,,,,Arun Pipes Ltd.,STEEL - TUBES & PIPES
505,,,,,,,,,,,,,,,,,,,,,Arun Processors Ltd.,TEXTILES - HOSIERY & KNITWEAR
506,,,,,,,,,,,,,,,,,100%,,,100%,Aruna Hotels Ltd.,HOTELS
507,,,,,,,,,,,,,,,,,,,,,Arunjyoti Enterprises Ltd.,RETAIL
508,,,,,,,,,,,,,,,,,,,,,Arunoday Mills Ltd.,TEXTILES - SPINNING - COTTON BLENDED
509,,,,,,,,,,,,,,,,,,,,,Arvin Liquid Gases Ltd.,CHEMICALS
510,3591,448.50,448.35,445.55,2211,"54,470","296,008","252,937","129,067",451.65,449.45,446.15,"681,599","2,003,404","1,784,459","1,154,777",69%,,,31%,Arvind Ltd.,TEXTILES - DENIM
511,,,,,,,,,,,,,,,,,,,,,Arvind International Ltd.,PLASTICS
512,,,,,,,,,,,,,,,,,,,,,Arvind Polycot Ltd.,TEXTILES - COMPOSITE MILLS
513,,,,,,,,,,,,,,,,,100%,,,,Arvind Products Ltd.,TRADING
514,,,,,,,,,,,,,,,,,,,,,Arvind Rashayana Udyog Ltd.,BREWERIES & DISTILLERIES
515,,,,,,,,,,,,,,,,,,,,,Arvind Remedies Ltd.,PHARMACEUTICALS
516,1312,204.65,204.25,205.90,1183,"4,520",0,0,0,205.00,204.65,206.80,"27,859",0,0,0,100%,,,,Arvind SmartSpaces Ltd.,INFRASTRUCTURE - GENERAL
517,5000,32.80,35.90,32.80,10 K,"5,000",0,0,0,,,,,,,,,,,,Aryaman Capital Markets Ltd.,FINANCE - INVESTMENTS
518,200,49.00,47.25,48.00,58,557,"2,968","1,698","1,865",,,,,,,,,,,,Aryaman Financial Services Ltd.,FINANCE - LEASING & HIRE PURCHASE
519,,,,,,,,,,,,,,,,,,,,,Aryan Finefab Ltd.,TEXTILES - COMPOSITE MILLS
520,,,,,,,,,,,,,,,,,,,,,Aryan Pesticides Ltd.,DYES & PIGMENTS
521,,,,,,,,,,,,,,,,,,,,,Asahi Fibres Ltd.,TEXTILES - SPINNING - COTTON BLENDED
522,3254,361.50,369.70,367.00,9455,"1,048,292","59,306","23,844","23,322",371.95,369.45,367.90,"42,804","113,543","59,913","60,676",,,,,Asahi India Glass Ltd.,GLASS & GLASS PRODUCTS
523,-,1.35,1.35,1.35,18,889,"1,610","1,347","2,839",,,,,,,,,,,,Asahi Infrastructure And Projects Ltd.,CONSTRUCTION & CONTRACTING - HOUSING
524,1541,366.00,368.15,361.15,649,"5,657","9,628","5,803","4,822",363.50,363.50,360.15,"3,887","31,229","21,695","12,933",,,,,Asahi Songwon Colors Ltd.,DYES & PIGMENTS
525,,,,,,,,,,,,,,,,,,,,,Ascent Exim India Ltd.,TRADING
526,,,,,,,,,,,,,,,,,,,,,Aseem Global Ltd.,TRADING
527,,,,,,,,,,,,,,,,,,,,,Asha Agro Industries Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
528,56 K,453.00,462.80,462.30,1265,"16,440","23,418","46,631","21,086",464.40,463.95,462.80,"169,759","139,926","135,403","171,900",100%,,,,Ashapura Intimates Fashion Ltd.,TEXTILES - READYMADE APPARELS
529,5239,97.00,96.70,94.40,3219,"74,454","166,379","155,936","117,297",97.20,96.45,94.55,"264,603","751,008","690,271","564,695",75%,,,25%,Ashapura Minechem Ltd.,MINING & MINERALS
530,5009,43.65,43.50,43.65,5,"30,518","73,024","24,924","72,667",,,,,,,,50%,,,50%,Ashari Agencies Ltd.,MISCELLANEOUS
531,,,,,,,,,,,,,,,,,,,,,Ashari Properties & Finances Ltd.,FINANCE - LEASING & HIRE PURCHASE
532,,,,,,,,,,,,,,,,,100%,,,,Ashco Niulab Industries Ltd.,TELECOMMUNICATIONS - EQUIPMENT
533,130,2.65,2.78,2.78,-,870,513,921,826,,,,,,,,,,,,Ashiana Agro Industries Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
534,4178,178.55,179.55,177.80,1741,"17,325","27,294","60,857","30,931",181.25,178.70,178.00,"105,047","227,124","754,656","246,915",83%,,,,Ashiana Housing Ltd.,CONSTRUCTION & CONTRACTING - HOUSING
535,752,28.10,29.50,28.10,100,"1,996","1,504","2,338","1,540",,,,,,,,,,,,Ashiana Ispat Ltd.,STEEL - ROLLING
536,,,,,,,,,,,,,,,,,,,,,Ashika Credit Capital Ltd.,FINANCE - GENERAL
537,,,,,,,,,,,,,,,,,,,,,Ashim Investment Company Ltd.,FINANCE - INVESTMENTS
538,21.82 K,33.95,33.50,31.90,29.62 K,"200,355","412,422","209,906","307,506",34.00,33.55,31.80,"785,496","1,215,562","654,711","798,575",86%,,,14%,Ashima Ltd.,TEXTILES - SPINNING - COTTON BLENDED
539,515,19.00,18.49,18.49,350,"2,065","3,894","2,234","4,255",,,,,,,,,,,,Ashirwad Steel and Industries Ltd.,STEEL - SPONGE IRON
540,2220,3.35,3.21,3.21,17.73 K,"77,462","151,867","91,984","163,862",,,,,,,,100%,,,,Ashirwad Capital Ltd.,FINANCE - LEASING & HIRE PURCHASE
541,844,14.82,14.12,14.82,-,"9,318","1,296",832,"2,268",,,,,,,,,,,,Ashish Polyplast Ltd.,PLASTICS
542,605,24.80,25.45,25.40,45,"3,650","5,853","4,294","10,478",,,,,,,,,,,,Ashnoor Textile Mills Ltd.,TEXTILES - WOOLLEN & WORSTED
543,1104,104.75,103.45,105.00,2688,"1,709","12,968","20,151","8,442",,,,,,,,,,,,Ashok Alco-Chem Ltd.,CHEMICALS
544,,,,,,,,,,,,,,,,,,,,,Ashok Fashions Ltd.,TEXTILES - HOSIERY & KNITWEAR
545,,,,,,,,,,,,,,,,,,,,,Ashok Leyland Finance Ltd.,FINANCE - INVESTMENTS
546,23.96 K,121.20,121.10,121.05,28.31 K,"574,598","938,492","911,571","887,186",121.65,121.05,121.05,"7,431,883","10,887,783","11,389,634","10,374,310",82%,3%,82% buying,15%,Ashok Leyland Ltd.,AUTO - LCVS & HCVS
547,,,,,,,,,,,,,,,,,,,,,,
548,8771,228.00,228.30,232.05,1658,"9,088","10,991","17,003","13,524",227.05,227.80,231.50,"703,400","238,056","208,236","335,769",75%,,,25%,Ashoka Buildcon Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
549,,,,,,,,,,,,,,,,,,,,,Ashoka Cotseeds Ltd.,MISCELLANEOUS
550,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,Ashoka Refineries Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
552,,,,,,,,,,,,,,,,,,,,,Shree Ashtavinayak Cine Vision Ltd.,MEDIA & ENTERTAINMENT
553,-,2.89,2.94,2.89,7990,10,"4,590","6,288","4,074",,,,,,,,,,,,Ashutosh Paper Mills Ltd.,PAPER
554,,,,,,,,,,,,,,,,,,,,,Asia Capital Ltd.,MISCELLANEOUS
555,,,,,,,,,,,,,,,,,,,,,Asia Pacific Financial Services Ltd.,FINANCE - INVESTMENTS
556,,,,,,,,,,,,,,,,,,,,,Asia Pacific Investment Trust Ltd.,FINANCE - LEASING & HIRE PURCHASE
557,40,26.05,24.85,26.05,165,130,"1,095",561,936,,,,,,,,,,,,Asia Pack Ltd.,PACKAGING
558,,,,,,,,,,,,,,,,,,,,,Asia Refinery Ltd.,PETROCHEMICALS
559,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,,,Asiacorp Securities Ltd.,PRINTING & STATIONERY
561,,,,,,,,,,,,,,,,,,,,,Asian Agalite (India) Ltd.,MINING & MINERALS
562,,,,,,,,,,,,,,,,,,,,,Asian Alloys Ltd.,STEEL - MEDIUM & SMALL
563,,,,,,,,,,,,,,,,,,,,,Asian Bearings Ltd.,BEARINGS
564,,,,,,,,,,,,,,,,,,,,,Asian Cables and Industries Ltd.,ELECTRIC EQUIPMENT
565,,,,,,,,,,,,,,,,,,,,,Asian Closures Ltd.,PACKAGING
566,,,,,,,,,,,,,,,,,,,,,Asian Consolidated Industries Ltd.,TRADING
567,,,,,,,,,,,,,,,,,,,,,Asian Consolidated Industries Ltd.,PACKAGING
568,,,,,,,,,,,,,,,,,,,,,Asian Electronics Ltd.,ELECTRICALS
569,,,,,,,,,,,,,,,,,,,,,Asian Fertilizers Ltd.,FERTILISERS
570,,,,,,,,,,,,,,,,,80%,,,20%,Asian Films Production and Distribution Ltd.,MEDIA & ENTERTAINMENT
571,,,,,,,,,,,,,,,,,,,,,Asian Flora Ltd.,MISCELLANEOUS
572,,,,,,,,,,,,,,,,,,,,,Asian Food Ltd.,TRADING
573,2027,584.00,584.00,595.10,1585,"22,724","43,045","42,567","18,675",581.80,583.05,593.65,"46,382","170,221","231,846","125,253",73%,9%,73% buying,18%,Asian Granito India Ltd.,CERAMICS & GRANITE
574,1574,350.00,346.15,400.20,1414,"21,001","7,646","2,955","7,410",352.00,342.05,401.15,"100,911","11,170","4,761","13,202",100%,,,,Asian Hotels (East) Ltd.,HOTELS
575,224,284.95,274.00,287.70,-,"1,234",179,226,166,273.00,272.00,285.60,"1,037","1,156",954,"1,357",100%,,,,Asian Hotels (West) Ltd.,HOTELS
576,1184,270.00,283.95,298.40,430,"7,830","17,638","8,810","26,668",287.00,285.25,300.55,"49,937","106,827","50,370","155,381",67%,,,33%,Asian Hotels (North) Ltd.,HOTELS
577,,,,,,,,,,,,,,,,,,,,,Asian Industries & Enterprises Ltd.,MISCELLANEOUS
578,,,,,,,,,,,,,,,,,,,,,Asian Industrial Ltd.,ENGINEERING
579,,,,,,,,,,,,,,,,,,,,,Asian Lakto Industries Ltd.,FOOD PROCESSING
580,3981,262.00,263.05,268.20,3529,"43,143","69,834","104,692","66,768",,,,,,,,100%,,,,Asian Oilfield Services Ltd.,OIL DRILLING AND EXPLORATION
581,1714,1195.00,1193.40,1176.70,3604,"67,306","58,612","68,840","39,038",1192.00,1189.90,1176.00,"942,542","660,838","659,890","602,238",80%,4%,80% buying,16%,Asian Paints Ltd.,PAINTS & VARNISHES
582,,,,,,,,,,,,,,,,,,,,,Asian Petroproducts and Exports Ltd.,PETROCHEMICALS
583,-,1386.90,1429.95,1429.95,2,6,8,15,12,,,,,,,,,,,,Asian Star Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
584,550,17.70,17.50,17.75,655,"2,932","4,555","3,359","4,593",,,,,,,,,,,,Asian Tea and Exports Ltd.,PLANTATIONS - TEA & COFFEE
585,,,,,,,,,,,,,,,,,,,,,Asian Tractors Ltd.,AUTO - TRACTORS
586,,,,,,,,,,,,,,,,,,,,,Asian Vegpro Industries Ltd.,FOOD PROCESSING
587,,,,,,,,,,,,,,,,,,,,,Asiatic Food (Exports) Ltd.,FOOD PROCESSING
588,,,,,,,,,,,,,,,,,,,,,Asiatic Infrastructure and Shelter Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
589,,,,,,,,,,,,,,,,,100%,,,100%,Asiatic Properties Ltd.,CONSTRUCTION & CONTRACTING - HOUSING
590,-,4.30,4.30,4.30,199,1,582,342,691,,,,,,,,,,,,ASIS Logistics Ltd.,TRANSPORT & LOGISTICS
591,-,76.50,77.90,76.00,513,105,"1,252","1,360","1,523",,,,,,,,,,,,Asit C Mehta Financial Services Ltd.,MISCELLANEOUS
592,,,,,,,,,,35.70,35.70,35.70,"4,000","30,800","22,400","24,800",,,,,ASL Industries Ltd.,MISCELLANEOUS
593,,,,,,,,,,,,,,,,,,,,,Aslo Steel Ltd.,STEEL - MEDIUM & SMALL
594,614,162.00,154.30,156.15,1474,"5,284","17,274","7,087","8,114",,,,,,,,,,,,ASM Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
595,,,,,,,,,,516.00,518.70,514.60,"1,322","6,753","13,772","7,397",,,,,Aspinwall and Company Ltd.,MISCELLANEOUS
596,-,10.00,10.00,10.00,-,0,0,0,0,,,,,,,,,,,,Aspira Pathlab & Diagnostics  Ltd.,HOSPITALS & MEDICAL SERVICES
597,,,,,,,,,,,,,,,,,,,,,ASR Agro Ltd.,FOOD PROCESSING
598,25.22 K,5.25,5.25,5.14,16.65 K,"199,696","174,967","167,663","195,042",5.25,5.20,5.15,"409,293","297,595","338,541","310,574",71%,,,29%,Assam Company (India) Ltd.,PLANTATIONS - TEA & COFFEE
599,,,,,,,,,,,,,,,,,,,,,Assam Petrochemicals Ltd.,PETROCHEMICALS
600,,,,,,,,,,,,,,,,,,,,,Assambrook Ltd.,PLANTATIONS - TEA & COFFEE
601,1378,266.05,272.40,272.00,3578,"22,926","40,079","47,688","38,999",,,,,,,,50%,,,,Associated Alcohol and Breweries Ltd.,BREWERIES & DISTILLERIES
602,,,,,,,,,,,,,,,,,,,,,Associated Business Credits Ltd.,FINANCE - INVESTMENTS
603,,,,,,,,,,,,,,,,,,,,,Associated Marmo and Granites Ltd.,CERAMICS & GRANITE
604,,,,,,,,,,,,,,,,,,,,,Associated Rubber Industries Ltd.,RUBBER
605,5119,40.30,40.70,40.40,20.14 K,"21,062","54,376","75,865","50,737",,,,,,,,100%,,,,Associated Stone Industries (Kotah) Ltd.,MINING & MINERALS
606,,,,,,,,,,,,,,,,,,,,,Associated Ceramics Ltd.,CERAMICS & GRANITE
607,,,,,,,,,,,,,,,,,,,,,,
608,3563,575.10,569.10,600.90,819,"18,342","25,239","11,141","8,843",583.00,568.90,599.80,"104,047","89,798","42,464","29,032",100%,,,,Astec Lifesciences Ltd.,PHARMACEUTICALS
609,26.75 K,116.20,116.20,117.50,25.45 K,"94,725","153,351","102,059","234,722",117.50,116.55,117.80,"366,317","837,932","476,647","1,154,787",75%,,,25%,Astra Microwave Products Ltd.,TELECOMMUNICATIONS - EQUIPMENT
610,2324,850.00,836.70,841.05,3151,864,"6,918","3,920","6,982",835.00,837.50,844.60,"16,203","39,057","36,911","23,549",100%,,,,Astral Poly Technik Ltd.,PLASTICS
611,175,1120.40,1120.40,1160.85,83,683,"10,436","4,366","19,248",1126.00,1118.65,1156.65,"5,728","8,454","9,635","11,262",,,,,AstraZeneca Pharma Ltd.,PHARMACEUTICALS
612,,,,,,,,,,,,,,,,,,,,,Astron Drugs & Industries Ltd.,PHARMACEUTICALS
613,5924,147.75,145.15,142.80,15.28 K,"173,958","469,852",0,"603,262",145.90,145.60,142.60,"603,938","1,779,660",0,"2,401,257",68%,3%,68% buying,29%,Astron Paper & Board Mill Ltd.,DIVERSIFIED
614,,,,,,,,,,,,,,,,,,,,,Asutosh Enterprises Ltd.,PLANTATIONS - TEA & COFFEE
615,942,44.50,42.90,39.85,5661,"40,824","37,605","42,866","29,189",,,,,,,,,,,,Asya Infosoft Ltd.,COMPUTERS - SOFTWARE
616,,,,,,,,,,,,,,,,,,,,,Atash Industries Ltd.,FINANCE - INVESTMENTS
617,,,,,,,,,,,,,,,,,,,,,Atash Securities Ltd.,FINANCE - INVESTMENTS
618,,,,,,,,,,,,,,,,,100%,,,,Atcom Technologies Ltd.,ELECTRICALS
619,-,1.12,1.12,1.12,1.49 L,"2,400","218,263","518,989","4,280",,,,,,,,100%,,,,Atharv Enterprises Ltd.,FINANCE - LEASING & HIRE PURCHASE
620,2500,67.50,64.80,67.50,10 K,"2,500",0,0,0,,,,,,,,,,,,Athena Constructions Ltd.,CONSTRUCTION & CONTRACTING - HOUSING
621,,,,,,,,,,,,,,,,,,,,,Athena Financial Services Ltd.,FINANCE - INVESTMENTS
622,3000,18.90,18.05,18.50,-,"3,135","4,691","2,086","3,700",,,,,,,,,,,,Athena Global Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
623,198,104.25,104.90,108.65,150,"16,328",0,0,0,,,,,,,,,,,,Atishay Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
624,12.8 K,118.00,114.90,117.20,9240,"205,957","320,468","362,343","439,500",116.00,115.25,117.05,"568,913","1,055,983","1,426,193","1,375,395",91%,,,,Atlanta Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
625,660,0.89,0.89,0.89,-,40,421,"2,109",577,,,,,,,,,,,,Atlanta Devcon Ltd.,LEATHER PRODUCTS
626,,,,,,,,,,,,,,,,,,,,,Atlanta Infrastructure and Finance Ltd.,FINANCE - INVESTMENTS
627,,,,,,,,,,,,,,,,,,,,,Atlantic Spinning and Weaving Mills Ltd.,TEXTILES - SPINNING - COTTON BLENDED
628,,,,,,,,,,,,,,,,,,,,,Atlas Copco (India) Ltd.,COMPRESSORS
629,280,214.00,206.30,209.95,662,"1,339","4,514","4,315","3,465",216.45,206.45,207.05,"2,420","6,596","10,772","5,288",100%,,,100%,Atlas Cycle Industries Ltd.,MISCELLANEOUS
630,450,74.10,77.10,75.65,250,"4,283","2,558","8,996","2,630",,,,,,,,,,,,Atlas Jewellery India Ltd.,TEXTILES - HOSIERY & KNITWEAR
631,,,,,,,,,,,,,,,,,,,,,Atlas Soya Products Ltd.,PESTICIDES & AGRO CHEMICALS
632,,,,,,,,,,,,,,,,,,,,,Atma Steels Ltd.,STEEL - CR & HR STRIPS
633,,,,,,,,,,,,,,,,,,,,,ATN International Ltd.,MEDIA & ENTERTAINMENT
634,,,,,,,,,,,,,,,,,,,,,ATN Telefilms Ltd.,MEDIA & ENTERTAINMENT
635,764,2850.00,2892.80,2874.45,338,"1,926","2,489","2,866","1,665",2950.00,2892.95,2869.30,"12,069","38,784","27,405","39,809",50%,,,,Atul Ltd.,DYES & PIGMENTS
636,6129,442.00,442.00,441.60,2871,"5,420","12,170","9,657","7,298",444.60,439.90,440.55,"26,961","63,086","52,090","76,497",100%,,,,Atul Auto Ltd.,AUTO - 2 & 3 WHEELERS
637,,,,,,,,,,,,,,,,,,,,,Atul Glass Industries Ltd.,GLASS & GLASS PRODUCTS
638,,,,,,,,,,,,,,,,,,,,,Aturia Continental Ltd.,PUMPS
639,2401,13.30,13.00,13.03,790,"57,463","71,325","47,623","60,405",,,,,,,,100%,,,,ATV Projects India Ltd.,ENGINEERING - HEAVY
640,3219,711.00,718.10,714.05,1014,"24,483","42,127","35,853","24,359",715.00,720.40,716.70,"684,257","208,938","267,037","198,475",100%,,,,AU Small Finance Bank Ltd.,FINANCE - GENERAL
641,2645,66.60,69.95,67.30,110,"2,555","3,789","4,398","3,835",,,,,,,,100%,,,,Aunde India Ltd.,TEXTILES - GENERAL
642,,,,,,,,,,,,,,,,,,,,,Aurangabad Paper Mills Ltd.,PAPER
643,,,,,,,,,,38.00,38.00,38.00,"2,000","17,200","11,267","8,400",,,,,Aurangabad Distillery Ltd.,MISCELLANEOUS
644,,,,,,,,,,,,,,,,,,,,,Aurangabad Paper Mills Ltd.,PAPER
645,,,,,,,,,,,,,,,,,,,,,Auriferous Aqua Farma Ltd.,AQUACULTURE
646,982,227.70,227.75,227.10,1720,"20,849","31,519","52,066","24,169",225.00,227.00,227.55,"49,972","154,018","233,501","113,357",100%,,,,aurionPro Solutions Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
647,582,84.00,81.30,83.50,503,"6,863","7,047","8,140","4,263",,,,,,,,100%,,,,Auro Laboratories Ltd.,PHARMACEUTICALS
648,9843,637.00,643.35,641.00,4710,"62,047","169,815","160,318","221,739",639.00,643.20,640.80,"1,236,464","1,977,732","1,898,250","2,468,837",84%,2%,84% buying,14%,Aurobindo Pharma Ltd.,PHARMACEUTICALS
649,,,,,,,,,,,,,,,,,,,,,Auroknit Exports (India) Ltd.,TEXTILES - HOSIERY & KNITWEAR
650,-,7.70,7.70,7.70,95,5,391,279,299,,,,,,,,,,,,Auroma Coke Ltd.,MINING & MINERALS
651,,,,,,,,,,,,,,,,,,,,,Auromed Ltd.,PHARMACEUTICALS
652,5.42 L,2.78,2.78,2.78,-,"13,400","26,156","23,754","27,039",,,,,,,,,,,,Aurum Soft Systems Ltd.,COMPUTERS - SOFTWARE
653,1367,75.40,75.00,78.30,210,"5,356","2,435","11,529","3,880",75.05,76.45,78.55,"26,094","22,178","51,853","31,787",67%,,,33%,Ausom Enterprise Ltd.,FINANCE - INVESTMENTS
654,4636,138.50,138.45,138.55,1416,"52,548","63,383","29,659","97,059",,,,,,,,100%,,,,Austin Engineering Company Ltd.,BEARINGS
655,,,,,,,,,,0.50,0.50,0.50,"244,236","128,823","103,458","158,560",,,,,Austral Coke & Projects Ltd.,MISCELLANEOUS
656,500,63.95,59.55,63.95,1145,7,"1,739","1,784","1,904",,,,,,,,,,,,Authum Investment & Infrastucture Ltd.,FINANCE - GENERAL
657,244,1450.00,1460.75,1508.65,518,"3,474","6,529","4,064","6,701",,,,,,,,50%,,,50%,Automobile Corporation of Goa Ltd.,AUTO ANCILLARIES
658,,,,,,,,,,,,,,,,,,,,,Auto Pins (I) Ltd.,AUTO ANCILLARIES
659,,,,,,,,,,,,,,,,,,,,,Auto Products Ltd.,AUTO ANCILLARIES
660,1651,96.25,96.10,97.55,376,"4,803","30,609","19,326","25,232",99.00,97.00,97.45,"12,529","84,002","68,451","47,642",,,,,Automotive Stampings and Assemblies Ltd.,AUTO ANCILLARIES
661,,,,,,,,,,,,,,,,,,,,,Auto Tension Ltd.,AUTO ANCILLARIES
662,1030,99.80,99.40,97.10,754,"5,636","19,709","18,224","17,091",98.85,98.85,97.75,"19,577","39,906","40,998","29,476",100%,,,,Autoline Industries Ltd.,AUTO ANCILLARIES
663,1562,72.45,72.50,72.40,1287,"10,805","11,583","12,848","9,625",73.80,71.90,73.00,"13,350","41,934","45,062","29,064",67%,,,33%,Autolite (India) Ltd.,AUTO ANCILLARIES
664,,,,,,,,,,,,,,,,,,,,,Automobile Products of India Ltd.,AUTO - 2 & 3 WHEELERS
665,93,1701.60,1713.80,1699.50,211,"1,780","4,460","4,678","4,385",1715.00,1707.65,1705.25,"14,343","31,085","28,991","21,778",100%,,,,Automotive Axles Ltd.,AUTO ANCILLARIES
666,,,,,,,,,,,,,,,,,,,,,Autopal Industries Ltd.,AUTO ANCILLARIES
667,211,0.51,0.51,0.51,-,"11,289","3,130","1,593","5,300",,,,,,,,,,,,Autoriders Finance Ltd.,FINANCE - LEASING & HIRE PURCHASE
668,,,,,,,,,,,,,,,,,,,,,Autoriders International Ltd.,TRANSPORT & LOGISTICS
669,637,752.00,770.30,717.10,337,"10,204","4,248","4,108","3,838",752.00,772.60,720.25,"59,279","25,730","30,848","25,599",46%,,,54%,Avadh Sugar & Energy Ltd.,SUGAR
670,-,1.31,1.33,1.31,1.25 L,"53,736","53,486","109,956","67,449",,,,,,,,100%,,,,Avance Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
671,331,475.00,478.20,488.10,256,"6,952","10,805","10,748","12,500",,,,,,,,100%,,,100%,Avantel Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
672,488,2435.00,2459.60,2512.15,632,"11,330","9,291","9,703","10,099",2437.05,2454.90,2505.30,"45,717","54,354","62,151","49,096",77%,6%,77% buying,17%,Avanti Feeds Ltd.,AQUACULTURE
673,4282,1150.00,1142.85,1176.55,3379,"121,665","77,951","91,026","61,654",1149.00,1144.35,1176.30,"487,998","470,377","479,647","384,853",83%,3%,83% buying,14%,Avenue Supermarts Ltd.,RETAIL
674,,,,,,,,,,,,,,,,,,,,,Avery India Ltd.,ENGINEERING
675,,,,,,,,,,,,,,,,,,,,,AVI Export (India) Ltd.,FOOD PROCESSING
676,,,,,,,,,,,,,,,,,,,,,AVI Industries Ltd.,MISCELLANEOUS
677,,,,,,,,,,,,,,,,,,,,,AVI Photochem Ltd.,CHEMICALS
678,,,,,,,,,,,,,,,,,,,,,AVI Polymers Ltd.,CHEMICALS
679,,,,,,,,,,,,,,,,,,,,,Avikem Resins Ltd.,CHEMICALS
680,-,13.45,13.45,13.45,1586,414,321,"3,981",508,,,,,,,,,,,,Aviva Industries Ltd.,TRADING
681,,,,,,,,,,,,,,,,,,,,,Avon Corporation Ltd.,ENGINEERING
682,,,,,,,,,,,,,,,,,,,,,Avon Industries Ltd.,PACKAGING
683,179,17.20,18.06,17.16,261,"10,805","45,375","19,595","26,349",,,,,,,,100%,,,,Avon Lifesciences Ltd.,CHEMICALS
684,,,,,,,,,,,,,,,,,,,,,Avon Mercantile Ltd.,FINANCE - INVESTMENTS
685,66.5 K,37.95,36.30,39.90,-,"71,485","115,235","198,252","113,915",,,,,,,,87%,,,13%,Avonmore Capital & Management Services Ltd.,FINANCE - INVESTMENTS
686,,,,,,,,,,,,,,,,,,,,,AVS World Trade Ltd.,MISCELLANEOUS
687,,,,,,,,,,28.00,28.00,28.00,"3,000","3,900","4,100","4,800",,,,,AVSL Industries Ltd.,DIVERSIFIED
688,4117,50.35,50.50,50.70,4253,"31,596","53,130","191,336","54,081",50.50,50.35,50.65,"152,735","246,528","882,094","227,170",100%,,,,AVT Natural Products Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
689,,,,,,,,,,,,,,,,,,,,,AVTIL Enterprise Ltd.,FINANCE - INVESTMENTS
