,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
4937,,,,,,,,,,,,,,,,,,,,,Nucor Wires Ltd.,ELECTRODES & GRAPHITE
4938,,,,,,,,,,,,,,,,,,,,,Nufab Industries Ltd.,TEXTILES - PROCESSING
4939,,,,,,,,,,,,,,,,,,,,,Nuline Glassware (India) Ltd.,GLASS & GLASS PRODUCTS
4940,,,,,,,,,,,,,,,,,,,,,Numech Emballage Ltd.,PACKAGING
4941,,,,,,,,,,,,,,,,,,,,,Numero Uno Projects Ltd.,FINANCE - LEASING & HIRE PURCHASE
4942,,,,,,,,,,,,,,,,,,,,,Nutech Global Ltd.,TEXTILES - SPINNING - SYNTHETIC BLENDED
4943,,,,,,,,,,,,,,,,,,,,,Nutech Organic Chemicals Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
4944,500,39.00,37.25,37.30,100,"68,342","61,610","196,281","40,773",,,,,,,,50%,,,50%,Nutraplus India Ltd.,PHARMACEUTICALS
4945,,,,,,,,,,,,,,,,,,,,,Nuway Organic Naturals (India) Ltd.,TRADING
4946,,,,,,,,,,,,,,,,,,,,,,
4947,-,1.65,1.73,1.65,-,86,"4,465","8,659","3,829",,,,,,,,100%,,,,Nyssa Corporation Ltd.,MISCELLANEOUS
4948,,,,,,,,,,,,,,,,,,,,,,
4949,,,,,,,,,,,,,,,,,,,,,,
4950,10 K,17.50,21.90,21.90,10 K,"20,000",0,0,0,,,,,,,,,,,,O. P. Chains Ltd.,MISCELLANEOUS
4951,,,,,,,,,,,,,,,,,,,,,,
4952,,,,,,,,,,,,,,,,,,,,,Oasis Media Matrix Ltd.,FINANCE - INVESTMENTS
4953,878,27.80,26.55,27.80,-,"9,400",534,343,"1,029",,,,,,,,,,,,Oasis Securities Ltd.,FINANCE - INVESTMENTS
4954,,,,,,,,,,,,,,,,,,,,,Oasis Textiles Ltd.,TEXTILES - PROCESSING
4955,455,75.10,83.05,78.45,1265,"171,235",0,0,0,,,,,,,,100%,,,100%,Oasis Tradelink Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
4956,,,,,,,,,,,,,,,,,,,,,Oberoi Plastics Ltd.,PLASTICS
4957,3053,505.35,505.25,507.85,867,"8,636","81,797","41,534","19,427",510.85,507.00,507.50,"102,546","386,459","298,536","234,069",83%,,,17%,Oberoi Realty Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
4958,100,2.50,2.43,2.50,1010,"2,000","17,536","10,752","6,027",,,,,,,,,,,,Objectone Information Systems Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
4959,50,24.00,23.55,22.45,199,151,"9,237","5,684","4,244",,,,,,,,,,,,Ocean Agro (India) Ltd.,PACKAGING
4960,,,,,,,,,,,,,,,,,,,,,Ocean Infrastructure Ltd.,FINANCE - GENERAL
4961,,,,,,,,,,,,,,,,,,,,,Ocean Knits Ltd.,TEXTILES - HOSIERY & KNITWEAR
4962,,,,,,,,,,,,,,,,,,,,,,
4963,151,94.95,91.00,92.20,183,"2,062",0,0,0,,,,,,,,20%,,,80%,Oceanaa Biotek Industries Ltd.,FOOD PROCESSING
4964,1000,139.50,146.25,139.50,2000,"1,000",0,0,0,,,,,,,,,,,,Oceanic Foods Ltd.,MISCELLANEOUS
4965,,,,,,,,,,,,,,,,,,,,,Oceanic Magnetics Ltd.,CONSUMER GOODS - ELECTRONIC
4966,547,1400.00,1407.60,1379.25,592,423,"1,076",908,992,1410.10,1398.40,1382.95,"4,618","15,754","16,346","13,064",100%,,,100%,OCL India Ltd.,CEMENT - MAJOR
4967,1212,4.94,4.88,4.90,10.85 K,"13,404","134,341","85,668","140,498",4.75,4.75,4.75,"25,852","190,722","116,350","296,323",,,,,OCL Iron and Steel Ltd.,STEEL - MEDIUM & SMALL
4968,-,12.40,12.40,12.40,9,51,0,0,0,,,,,,,,,,,,Octal Credit Capital Ltd.,FINANCE - GENERAL
4969,,,,,,,,,,,,,,,,,,,,,Octanorm India Ltd.,MISCELLANEOUS
4970,,,,,,,,,,,,,,,,,,,,,Octav Investments Ltd.,FINANCE - INVESTMENTS
4971,1600,92.05,92.00,92.00,8000,"12,800",0,0,0,,,,,,,,,,,,Octaware Technologies Ltd.,COMPUTERS - SOFTWARE
4972,306,3.14,3.01,2.93,20.77 K,"108,023","107,434","62,457","131,027",,,,,,,,100%,,,,Odyssey Corporation Ltd.,FINANCE - LEASING & HIRE PURCHASE
4973,912,47.00,45.65,45.20,1485,"15,224","8,867","11,644","11,932",,,,,,,,,,,,Odyssey Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
4974,,,,,,,,,,,,,,,,,,,,,Odyssey Video Communications Ltd.,MEDIA & ENTERTAINMENT
4975,12 K,20.00,20.60,20.00,6000,"6,000","18,600","17,600","15,600",,,,,,,,,,,,INE742R01013   Ltd.,MISCELLANEOUS
4976,2711,53.75,54.40,54.05,2454,"26,767","53,698","49,547","44,464",54.90,54.40,54.00,"65,187","225,316","237,776","144,346",83%,,,17%,Oil Country Tubular Ltd.,STEEL - TUBES & PIPES
4977,6989,375.00,374.25,371.50,5344,"66,468","28,044","27,393","23,139",377.45,374.65,371.80,"686,019","500,834","488,190","380,697",75%,8%,75% buying,17%,Oil India Ltd.,OIL DRILLING AND EXPLORATION
4978,,,,,,,,,,,,,,,,,,,,,Ojas Technochem Products Ltd.,LUBRICANTS
4979,2170,125.20,123.55,127.60,436,"44,665","14,117","24,302","10,416",,,,,,,,50%,,,50%,OK Play India Ltd.,PLASTICS
4980,,,,,,,,,,,,,,,,,,,,,Okara Leasing and Investment Ltd.,FINANCE - INVESTMENTS
4981,,,,,,,,,,,,,,,,,,,,,Olympia Capitals Ltd.,FINANCE - LEASING & HIRE PURCHASE
4982,50,221.00,226.00,217.00,431,"1,546",840,"1,375",751,,,,,,,,,,,,Olympia Industries Ltd.,TEXTILES - PROCESSING
4983,1000,9.16,10.00,10.42,900,500,0,0,0,,,,,,,,100%,,,,Olympic Cards Ltd.,PRINTING & STATIONERY
4984,,,,,,,,,,,,,,,,,,,,,Olympic Management and Financial Services Ltd.,FINANCE - INVESTMENTS
4985,-,172.85,172.30,171.55,100,165,767,623,253,,,,,,,,,,,,Olympic Oil Industries Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
4986,18.21 K,66.00,66.20,66.35,4788,"27,205","127,454","81,989","112,368",66.00,65.80,66.25,"142,716","644,313","406,749","499,123",100%,,,,OM Metals Infraprojects Ltd.,ENGINEERING
4987,,,,,,,,,,,,,,,,,,,,,Om Sindhoori Capital Investment Ltd.,FINANCE - INVESTMENTS
4988,,,,,,,,,,,,,,,,,,,,,Om Sindoori Hotels Ltd.,HOTELS
4989,100,2.19,2.23,2.19,-,400,424,"11,035",302,,,,,,,,87%,,,13%,Omansh Enterprises Ltd.,MISCELLANEOUS
4990,71.59 K,143.40,119.50,143.40,-,"171,425","116,155","101,698","209,020",143.45,119.55,143.45,"426,756","599,282","537,717","1,040,082",76%,4%,76% buying,20%,Omax Autos Ltd.,AUTO ANCILLARIES
4991,5450,228.00,228.30,225.55,125,"61,197","188,185","184,957","149,396",227.15,228.35,225.45,"361,484","553,640","549,863","411,717",100%,,,,Omaxe Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
4992,,,,,,,,,,,,,,,,,,,,,OMC Computers Ltd.,COMPUTERS - HARDWARE
4993,50,5.00,5.00,5.00,-,500,"1,249",928,263,,,,,,,,,,,,Omega Ag-Seeds (Punjab) Ltd.,MISCELLANEOUS
4994,,,,,,,,,,,,,,,,,,,,,Omega Interactive Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
4995,,,,,,,,,,,,,,,,,,,,,Omega Laboratories Ltd.,PHARMACEUTICALS
4996,,,,,,,,,,23.25,23.00,23.00,"24,000","12,000","19,400","12,000",100%,,,100%,Omfurn India Ltd.,MISCELLANEOUS
4997,1017,1.61,1.55,1.55,-,"1,394","1,415","1,166","1,298",,,,,,,,,,,,Omkar Overseas Ltd.,MISCELLANEOUS
4998,,,,,,,,,,,,,,,,,,,,,Omkar Pharmachem Ltd.,CHEMICALS
4999,9195,72.00,71.75,72.85,10.23 K,"16,283","46,659","37,930","38,665",74.00,72.05,72.70,"60,539","136,116","160,704","98,511",100%,,,,Omkar Speciality Chemicals Ltd.,CHEMICALS
5000,800,1.89,1.89,1.89,-,"107,000","19,702","38,135","38,733",,,,,,,,,,,,Omni Axs Software Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5001,,,,,,,,,,,,,,,,,,,,,Omni Dye-Chem Exports Ltd.,DYES & PIGMENTS
5002,,,,,,,,,,,,,,,,,,,,,Omnitech Infosolutions Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5003,,,,,,,,,,,,,,,,,,,,,Omnitel Industries Ltd.,TELECOMMUNICATIONS - EQUIPMENT
5004,-,14.85,14.85,14.85,-,20,575,587,559,,,,,,,,,,,,Omnitex Industries Ltd.,TEXTILES - PROCESSING
5005,,,,,,,,,,,,,,,,,,,,,Ondeo Nalco India Ltd.,CHEMICALS
5006,,,,,,,,,,-,95.20,98.75,"33,098,500","142,800",0,"78,000",,,,,One Point One Solutions Ltd.,MISCELLANEOUS
5007,,,,,,,,,,,,,,,,,,,,,,
5008,948,27.00,26.45,25.85,5324,"4,617","4,637","4,543","2,379",25.60,25.80,25.95,"1,826","7,484","6,048","5,227",100%,,,100%,Onelife Capital Advisors Ltd.,FINANCE - INVESTMENTS
5009,,,,,,,,,,,,,,,,,,,,,OneSource Ideas Ventures Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
5010,,,,,,,,,,,,,,,,,,,,,Onesource Techmedia Ltd.,MEDIA & ENTERTAINMENT
5011,31.25 K,199.00,193.60,199.95,96.28 K,"1,873,178","515,110","648,355","436,947",198.00,193.70,200.70,"23,165,754","6,000,238","7,105,088","5,575,790",82%,4%,82% buying,14%,Oil and Natural Gas Corporation Ltd.,OIL DRILLING AND EXPLORATION
5012,,,,,,,,,,,,,,,,,,,,,,
5013,,,,,,,,,,,,,,,,,,,,,Onida Finance Ltd.,FINANCE - INVESTMENTS
5014,,,,,,,,,,,,,,,,,,,,,Onida Saka Ltd.,CONSUMER GOODS - ELECTRONIC
5015,,,,,,,,,,,,,,,,,100%,,,,Onida Savak Ltd.,CONSUMER GOODS - ELECTRONIC
5016,9290,58.10,58.00,57.95,3947,"25,761","177,515","164,819","162,956",58.40,57.70,57.85,"266,058","1,068,808","921,223","919,484",50%,,,50%,OnMobile Global Ltd.,TELECOMMUNICATIONS - SERVICE
5017,,,,,,,,,,,,,,,,,,,,,Ontic Finserve Ltd.,MISCELLANEOUS
5018,,,,,,,,,,,,,,,,,,,,,Ontrack Systems Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5019,3370,120.75,120.70,128.30,2968,"23,310","24,675","31,208","18,804",119.00,120.70,128.10,"81,776","70,152","74,466","89,934",83%,9%,83% buying,8%,Onward Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5020,,,,,,,,,,,,,,,,,,,,,Opal Industries Ltd.,CABLES - POWER & OTHERS
5021,,,,,,,,,,110.00,110.00,110.00,"1,000","3,700","29,867","1,000",,,,,Opal Luxury Time Products Ltd.,MISCELLANEOUS
5022,,,,,,,,,,,,,,,,,,,,,OPG Metals & Finsec Ltd.,MISCELLANEOUS
5023,,,,,,,,,,,,,,,,,,,,,Optel Telecommunications Ltd.,CABLES - TELEPHONE
5024,100,281.50,275.00,281.90,1343,"21,303","24,367","19,322","37,727",281.25,278.25,279.90,"41,747","162,294","92,705","92,329",100%,,,,Optiemus Infracom Ltd.,FINANCE - LEASING & HIRE PURCHASE
5025,60,24.45,26.90,26.90,-,"5,140","1,634","1,835","1,227",,,,,,,,,,,,Optimus Finance  Ltd.,FINANCE - LEASING & HIRE PURCHASE
5026,35.51 K,9.50,9.71,9.45,15.24 K,"82,693","242,474","177,165","202,297",9.55,9.55,9.55,"288,020","654,831","480,804","586,914",79%,,,21%,Opto Circuits India Ltd.,HOSPITALS & MEDICAL SERVICES
5027,,,,,,,,,,,,,,,,,,,,,Oracle Credit Ltd.,FINANCE - GENERAL
5028,73,4099.00,4072.40,4205.35,141,"2,411","2,274","2,236","1,387",4118.65,4094.05,4208.00,"34,273","28,289","31,913","15,638",83%,,,17%,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE
5029,27.81 K,1.80,0.00,1.91,-,"109,381","55,700","64,496","61,774",1.60,1.65,1.70,"19,163","18,194","22,447","22,450",50%,25%,50% buying,25%,Orbit Corporation Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
5030,157,164.80,159.80,164.95,1864,"2,192","14,827","12,692","13,551",164.00,164.15,164.80,"11,813","39,368","58,590","32,429",75%,,,25%,Orbit Exports Ltd.,TEXTILES - WEAVING
5031,,,,,,,,,,,,,,,,,,,,,Orbit Multimedia Ltd.,COURIERS
5032,,,,,,,,,,,,,,,,,,,,,Orbit Polyester Ltd.,TEXTILES - PROCESSING
5033,15.85 K,20.35,19.50,19.65,2750,"138,862","244,314","219,242","139,106",20.00,19.65,19.50,"197,632","657,573","574,000","357,565",74%,4%,74% buying,22%,Orchid Pharma Ltd.,PHARMACEUTICALS
5034,,,,,,,,,,,,,,,,,,,,,Orde Industries Ltd.,MINING & MINERALS
5035,,,,,,,,,,,,,,,,,,,,,Orde Textiles Ltd.,TEXTILES - SPINNING - COTTON BLENDED
5036,,,,,,,,,,,,,,,,,,,,,ORG Informatics Ltd.,COMPUTERS - HARDWARE
5037,,,,,,,,,,,,,,,,,,,,,Organic Chemoils Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
5038,1515,16.15,16.10,15.85,5000,900,"2,917","2,265","2,704",,,,,,,,,,,,Organic Coatings Ltd.,CHEMICALS
5039,40.07 K,67.00,66.90,66.90,64.73 K,"252,480","595,586","317,115","716,204",67.00,66.75,66.60,"1,318,660","2,691,803","1,347,242","3,521,854",89%,,,11%,Oricon Enterprises Ltd.,PACKAGING
5040,2274,51.00,51.40,51.95,710,"24,589","53,812","46,513","21,842",51.15,51.15,51.85,"120,122","239,210","173,874","119,653",50%,25%,50% buying,25%,Orient Abrasives Ltd.,ABRASIVES
5041,1148,319.00,314.00,325.05,1288,"1,711","6,561","4,624","7,505",319.95,315.00,323.30,"18,971","31,990","25,830","44,429",100%,,,,Orient Bell Ltd.,CERAMICS & GRANITE
5042,3,116.60,118.40,113.20,60,"1,963","2,628","3,923","1,458",,,,,,,,100%,,,,Orient Beverages Ltd.,MISCELLANEOUS
5043,10.81 K,170.15,166.90,169.75,4044,"7,406","38,130","40,298","50,496",170.00,167.40,169.40,"99,364","189,262","227,324","254,117",50%,,,,Orient Cement Ltd.,CEMENT - MAJOR
5044,,,,,,,,,,,,,,,,,,,,,Orient Fabritex Ltd.,TEXTILES - WEAVING
5045,6653,13.24,12.99,12.92,15.46 K,"219,462","441,472","609,742","332,277",13.10,13.00,13.00,"461,384","1,365,474","1,889,723","880,825",73%,7%,73% buying,20%,Orient Green Power Company Ltd.,POWER - GENERATION & DISTRIBUTION
5046,,,,,,,,,,,,,,,,,,,,,Orient Information Technology Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5047,,,,,,,,,,,,,,,,,,,,,Orient Organics Ltd.,CHEMICALS
5048,15.11 K,50.00,49.05,48.90,3794,"53,922","554,254","303,227","564,702",49.95,48.85,48.75,"309,525","1,629,717","1,090,581","940,548",81%,,,19%,Orient Paper and Industries Ltd.,DIVERSIFIED
5049,450,195.00,190.00,192.15,717,598,965,"4,179","1,317",189.95,190.00,195.00,"1,132","1,824","10,164","1,101",50%,,,50%,Orient Press Ltd.,PRINTING & STATIONERY
5050,327,166.20,166.30,164.75,1463,"3,313","10,059","9,634","7,417",163.90,166.45,165.35,"58,431","80,250","88,488","77,362",100%,,,,Orient Refractories Ltd.,CEMENT - PRODUCTS & BUILDING MATERIALS
5051,,,,,,,,,,,,,,,,,,,,,Orient Syntex Ltd.,TEXTILES - SPINNING - SYNTHETIC BLENDED
5052,-,-,4.10,4.30,-,"14,885","16,275","10,993","18,523",,,,,,,,,,,,Orient Tradelink Ltd.,FINANCE - INVESTMENTS
5053,,,,,,,,,,,,,,,,,,,,,Orient Vegetexpo Ltd.,FOOD PROCESSING
5054,7435,121.30,122.70,122.45,5494,"64,362","165,132","144,932","224,558",123.00,122.80,122.45,"1,506,301","1,956,243","1,829,338","2,358,258",63%,12%,63% buying,25%,Oriental Bank of Commerce,BANKS - PUBLIC SECTOR
5055,113,1305.70,1297.55,1283.30,147,"2,429","9,979","6,819","4,639",1300.85,1303.05,1273.25,"6,738","34,664","22,540","16,494",100%,,,,Oriental Carbon and Chemicals Ltd.,CHEMICALS
5056,19.45 K,60.45,59.70,61.30,24.56 K,"313,161","262,395","121,414","308,887",60.45,59.90,60.95,"2,009,326","1,311,701","604,145","1,559,889",74%,,,26%,Oriental Hotels Ltd.,HOTELS
5057,,,,,,,,,,,,,,,,,,,,,Oriental Housing Development Finance Corp Ltd.,FINANCE - HOUSING
5058,,,,,,,,,,,,,,,,,,,,,Oriental Industrial Investment Corporation Ltd.,FINANCE - INVESTMENTS
5059,,,,,,,,,,,,,,,,,,,,,Oriental Remedies and Herbals Ltd.,PHARMACEUTICALS
5060,6807,15.70,16.25,16.70,202,"4,783","33,614","17,135","16,714",15.85,16.60,16.35,"15,619","24,610","19,302","20,244",75%,,,25%,Oriental Trimex Ltd.,CERAMICS & GRANITE
5061,314,459.00,459.00,480.95,950,640,"1,778",877,"2,654",,,,,,,,75%,,,,Oriental Veneer Products Ltd.,MISCELLANEOUS
5062,,,,,,,,,,,,,,,,,100%,,,,Origin Agrostar Ltd.,MISCELLANEOUS
5063,,,,,,,,,,,,,,,,,100%,,,100%,Orind Exports Ltd.,MISCELLANEOUS
5064,,,,,,,,,,,,,,,,,,,,,Orion Acids and Chemcials Ltd.,CHEMICALS
5065,,,,,,,,,,,,,,,,,,,,,Oripro Ltd.,COMPUTERS - SOFTWARE
5066,,,,,,,,,,,,,,,,,,,,,Oriqua Ltd.,AQUACULTURE
5067,,,,,,,,,,,,,,,,,,,,,Orissa Extrusions Ltd.,ALUMINIUM
5068,,,,,,,,,,,,,,,,,,,,,Orissa Industries Ltd.,CEMENT - PRODUCTS & BUILDING MATERIALS
5069,,,,,,,,,,,,,,,,,,,,,Orissa Lamps Ltd.,MISCELLANEOUS
5070,,,,,,,,,,,,,,,,,,,,,Orissa Luminaires Ltd.,MISCELLANEOUS
5071,123,1898.20,1919.40,1914.20,389,829,"1,860","2,224","1,710",1915.10,1921.90,1914.50,"3,575","5,911","7,961","5,821",50%,,,50%,Orissa Minerals Development Company Ltd.,MINING & MINERALS
5072,,,,,,,,,,,,,,,,,,,,,Orissa Sponge Iron Ltd.,STEEL - SPONGE IRON
5073,,,,,,,,,,,,,,,,,,,,,Orissaa Organics Ltd.,CHEMICALS
5074,,,,,,,,,,,,,,,,,,,,,Orkay Industries Ltd.,TEXTILES - MANMADE
5075,-,7.13,7.13,7.13,320,100,650,711,720,,,,,,,,,,,,Orosil Smiths India Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
5076,,,,,,,,,,,,,,,,,,,,,,
5077,5695,33.75,32.55,33.25,2350,"10,091","21,163","10,632","34,450",33.90,32.65,32.85,"23,547","71,791","45,210","111,672",,,,,Ortel Communications Ltd.,MEDIA & ENTERTAINMENT
5078,3115,22.75,23.50,23.30,1180,"44,024","27,099","162,917","22,370",23.55,23.55,23.15,"36,567","29,522","284,042","22,986",67%,,,33%,Ortin Laboratories Ltd.,PHARMACEUTICALS
5079,,,,,,,,,,,,,,,,,,,,,Orton Synthetics Ltd.,TEXTILES - PROCESSING
5080,802,3.05,3.05,3.05,-,200,564,"1,118",565,,,,,,,,,,,,Oscar Global Ltd.,LEATHER PRODUCTS
5081,103,205.00,205.15,204.90,199,988,"3,313","3,456","1,956",,,,,,,,,,,,Oscar Investments Ltd.,FINANCE - INVESTMENTS
5082,,,,,,,,,,,,,,,,,,,,,Oseaspre Co Ltd.,FINANCE - INVESTMENTS
5083,,,,,,,,,,,,,,,,,,,,,Osho Ceramics Ltd.,CERAMICS & GRANITE
5084,,,,,,,,,,,,,,,,,,,,,Osiajee Texfab Ltd.,COMPUTERS - SOFTWARE
5085,,,,,,,,,,,,,,,,,,,,,Osian Chemicals Ltd.,PLASTICS
5086,5490,15.15,15.25,15.10,4630,"46,329","98,066","91,159","66,332",,,,,,,,50%,,,50%,Oswal Agro Mills Ltd.,FINANCE - INVESTMENTS
5087,,,,,,,,,,,,,,,,,,,,,Oswal Agro Furane Ltd.,FOOD PROCESSING
5088,,,,,,,,,,36.75,36.75,37.55,"76,605","241,155","277,340","195,437",100%,,,,Oswal Chemicals and Fertilisers Ltd.,FERTILISERS
5089,16.69 K,37.15,36.80,37.55,2638,"12,676","45,175","54,919","42,280",,,,,,,,100%,,,,Oswal Greentech Ltd.,MISCELLANEOUS
5090,,,,,,,,,,,,,,,,,,,,,Oswal Leasing Company Ltd.,FINANCE - LEASING & HIRE PURCHASE
5091,,,,,,,,,,,,,,,,,,,,,Oswal Minerals Ltd.,MINING & MINERALS
5092,-,5.61,5.61,5.61,-,0,0,0,0,,,,,,,,,,,,Oswal Overseas Ltd.,SUGAR
5093,,,,,,,,,,,,,,,,,,,,,Oswal Spinning and Weaving Mills Ltd.,TEXTILES - SPINNING - COTTON BLENDED
5094,-,5.93,5.93,5.93,62,188,88,192,106,,,,,,,,,,,,Oswal Yarns Ltd.,TEXTILES - PROCESSING
5095,2,48.35,46.05,43.85,-,518,374,922,417,,,,,,,,,,,,Otco International Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5096,,,,,,,,,,,,,,,,,,,,,Otis Elevator Company (India) Ltd.,ELECTRIC EQUIPMENT
5097,,,,,,,,,,,,,,,,,,,,,Otoklin Plants and Equipments Ltd.,ENGINEERING
5098,,,,,,,,,,,,,,,,,,,,,Oudh Sugar Mills Ltd.,SUGAR
5099,,,,,,,,,,,,,,,,,,,,,Overseas Sanmar Finance Ltd.,FINANCE - INVESTMENTS
5100,400,7.50,7.75,7.81,5625,"97,235","32,249","27,696","44,657",,,,,,,,100%,,,,Overseas Synthetics Ltd.,TEXTILES - GENERAL
5101,500,20.00,20.80,20.00,200,300,"1,910","4,213","2,420",,,,,,,,,,,,Ovobel Foods Ltd.,FOOD PROCESSING
5102,,,,,,,,,,,,,,,,,,,,,Oxemberg Apparels Ltd.,TEXTILES - HOSIERY & KNITWEAR
5103,-,0.78,0.78,0.78,240,"1,000",336,666,295,,,,,,,,,,,,Oxford Industries Ltd.,TEXTILES - WEAVING
5104,-,24.80,24.63,24.14,9000,"27,000",0,0,0,,,,,,,,100%,,,,Oyeeee Media Ltd.,MEDIA & ENTERTAINMENT
5105,250,35.00,35.50,34.05,-,"5,001","5,320","3,314","5,324",,,,,,,,100%,,,,Ozone World Ltd.,MISCELLANEOUS
5106,,,,,,,,,,,,,,,,,,,,,P A Seafood Exports Ltd.,AQUACULTURE
5107,190,9400.00,9400.55,9234.40,321,492,237,"2,235",238,9381.05,9415.90,9276.40,"5,979","9,483","9,600","9,479",100%,,,,Procter and Gamble Hygiene and Health Care Ltd.,PERSONAL CARE
5108,,,,,,,,,,,,,,,,,,,,,P B Films Ltd.,MEDIA & ENTERTAINMENT
5109,895,42.80,0.00,42.80,-,5,27,"1,874",9,,,,,,,,,,,,P C Products India Ltd.,MISCELLANEOUS
5110,1255,2.40,2.32,2.43,-,123,953,474,"1,131",,,,,,,,100%,,,100%,P M Telelinnks Ltd.,STEEL - CR & HR STRIPS
5111,,,,,,,,,,,,,,,,,,,,,P R Cements Ltd.,CEMENT - MINI
5112,,,,,,,,,,,,,,,,,,,,,Paam Drugs and Pharmaceuticals Ltd.,PHARMACEUTICALS
5113,,,,,,,,,,,,,,,,,,,,,Paam Pharmaceuticals Ltd.,PHARMACEUTICALS
5114,,,,,,,,,,,,,,,,,,,,,Pace Automation Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5115,,,,,,,,,,,,,,,,,,,,,Pacheli Industrial Finance  Ltd.,CONSTRUCTION & CONTRACTING - HOUSING
5116,494,159.90,144.60,153.80,288,244,329,331,411,,,,,,,,100%,,,,Pacific Industries Ltd.,CERAMICS & GRANITE
5117,,,,,,,,,,,,,,,,,,,,,Packtech Industries Ltd.,PACKAGING
5118,1365,3.60,3.73,3.67,13.86 K,"6,531","24,081","8,619","25,536",,,,,,,,,,,,Pact Industries Ltd.,STEEL - LARGE
5119,,,,,,,,,,,,,,,,,,,,,Padam Cotton Yarns Ltd.,TEXTILES - SPINNING - COTTON BLENDED
5120,250,6.25,6.00,6.00,5786,"30,830","45,223","30,130","43,648",,,,,,,,100%,,,,Padmalaya Telefilms Ltd.,MEDIA & ENTERTAINMENT
5121,,,,,,,,,,,,,,,,,,,,,Padmanabh Alloys and Polymers Ltd.,TEXTILES - MANMADE
5122,320,78.50,78.85,79.00,100,"12,024","4,006","1,685","7,277",,,,,,,,,,,,Padmanabh Industries Ltd.,CHEMICALS
5123,,,,,,,,,,,,,,,,,100%,,,,Padmini Technologies Ltd.,PLASTICS
5124,-,10.30,9.88,10.30,1000,"3,000","3,447","2,819","4,408",8.50,8.85,8.45,"2,828","3,796","3,063","3,472",,,,,PAE Ltd.,AUTO ANCILLARIES
5125,,,,,,,,,,,,,,,,,,,,,Pagaria Energy Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5126,38,22024.95,22017.20,21995.25,46,237,640,"3,988",553,22149.90,22050.80,22019.35,"8,182","22,571","20,712","17,364",93%,,,7%,Page Industries Ltd.,TEXTILES - READYMADE APPARELS
5127,,,,,,,,,,,,,,,,,,,,,Pagita Leasing & Finance Co Ltd.,FINANCE - INVESTMENTS
5128,,,,,,,,,,,,,,,,,,,,,Paintex Chemicals (Bombay) Ltd.,CHEMICALS
5129,,,,,,,,,,,,,,,,,,,,,PAL Credit and Capital Ltd.,FINANCE - LEASING & HIRE PURCHASE
5130,,,,,,,,,,,,,,,,,,,,,PAL-Peugeot Ltd.,AUTO - CARS & JEEPS
5131,435,82.05,78.15,77.30,215,"1,110","3,702","3,803","2,761",80.05,80.55,78.00,"4,670","5,273","6,780","2,867",100%,,,100%,Palash Securities Ltd.,FINANCE - GENERAL
5132,,,,,,,,,,,,,,,,,,,,,Palaypu Financial Services Ltd.,FINANCE - INVESTMENTS
5133,,,,,,,,,,,,,,,,,,,,,Palco Metals Ltd.,MISCELLANEOUS
5134,2101,109.35,106.75,107.00,1180,"13,841","32,806","12,995","35,926",107.50,107.75,104.35,"32,338","99,068","37,152","116,959",100%,,,,Palred Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5135,,,,,,,,,,,,,,,,,,,,,Pals Distilleries Ltd.,BREWERIES & DISTILLERIES
5136,-,10.50,11.00,11.00,-,138,383,"1,041",344,,,,,,,,100%,,,,Palsoft Infosystems Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
5137,,,,,,,,,,,,,,,,,,,,,Pam Raffia Ltd.,TEXTILES - COMPOSITE MILLS
5138,,,,,,,,,,,,,,,,,,,,,Pampasar Dist Ltd.,BREWERIES & DISTILLERIES
5139,,,,,,,,,,,,,,,,,,,,,Pamwi Tissues Ltd.,PAPER
