,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
457,3776,899.90,885.70,892.50,2909,"44,280","154,473","109,449","97,505",879.10,885.85,891.45,"1,483,177","2,206,383","1,979,362","2,058,588",100%,,,,Titan Company Ltd.,MISCELLANEOUS
458,584,1440.00,1424.25,1419.35,817,"5,582","11,045","8,224","7,558",1441.90,1430.90,1430.50,"84,651","121,750","146,493","105,637",100%,,,,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS
459,14.25 K,290.25,292.05,301.85,6142,"232,679","212,284","160,130","196,770",292.40,292.95,302.80,"2,871,058","1,951,438","1,384,045","1,950,100",100%,,,,Torrent Power Ltd.,POWER - GENERATION & DISTRIBUTION
460,2524,331.00,329.75,331.35,2561,"11,322","22,760","16,092","17,757",333.00,331.15,330.95,"59,497","315,101","198,062","274,738",75%,,,25%,Trent Ltd.,RETAIL
461,26.12 K,86.00,85.15,84.80,20.04 K,"151,958","228,530","201,179","156,481",85.60,85.10,84.90,"500,249","1,214,288","1,049,045","897,703",50%,,,,Trident Ltd.,TEXTILES - SPINNING - COTTON BLENDED
462,3365,132.55,132.95,133.60,2951,"5,174","20,424","41,267","21,083",134.90,134.00,133.60,"81,706","199,034","182,125","177,084",,,,,Triveni Turbine Ltd.,ELECTRIC EQUIPMENT
463,93,8402.65,8459.20,8635.80,72,"1,524",745,633,487,8379.95,8505.60,8644.00,"29,934","9,512","11,269","11,272",,,,,TTK Prestige Ltd.,DOMESTIC APPLIANCES
464,2898,451.30,450.90,453.05,2196,"22,655","45,502","42,671","58,229",452.75,450.50,452.70,"176,032","356,552","313,112","508,666",,,,,TV Today Network Ltd.,MEDIA & ENTERTAINMENT
465,18.95 K,59.10,59.60,59.40,11.85 K,"837,254","1,744,162","1,778,815","2,054,129",59.30,59.70,59.45,"6,435,198","13,312,886","14,379,376","18,411,749",100%,,,,TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT
466,3258,719.00,718.30,715.40,2217,"39,577","74,050","97,113","81,227",719.00,719.95,715.20,"465,416","840,523","874,756","976,080",100%,,,,TVS Motor Company Ltd.,AUTO - 2 & 3 WHEELERS
467,185,3607.35,3574.70,3627.00,582,426,"1,029","1,374",955,3615.50,3646.25,3621.00,"2,152","5,922","9,603","5,628",,,,,TVS Srichakra Ltd.,TYRES
468,19.37 K,31.00,31.05,31.05,23.18 K,"74,240","127,338","120,686","138,084",31.05,31.05,31.20,"631,908","1,025,624","1,060,688","1,005,430",33%,34%,34% holding,33%,UCO Bank,BANKS - PUBLIC SECTOR
469,2241,465.85,463.25,468.95,1988,"30,179","38,032","29,155","28,658",463.00,464.10,468.40,"104,601","144,665","174,652","146,612",,,,,Uflex Ltd.,PACKAGING
470,24.76 K,396.00,394.95,408.00,11.63 K,"180,380","302,467","185,597","136,939",396.80,395.00,409.25,"1,398,967","1,649,135","1,342,681","1,441,856",100%,,,100%,Ujjivan Financial Services  Ltd.,FINANCE - GENERAL
471,1326,4386.90,4408.55,4300.20,1244,"11,245","10,447","8,797","13,958",4368.00,4408.65,4300.00,"311,100","236,233","182,529","332,609",100%,,,100%,UltraTech Cement Ltd.,CEMENT - MAJOR
472,5756,362.30,361.00,363.75,2769,"35,564","152,255","101,097","68,094",362.75,361.35,363.50,"235,307","948,254","587,359","334,578",100%,,,,Unichem Laboratories Ltd.,PHARMACEUTICALS
473,8702,136.50,137.85,141.20,12.06 K,"315,266","376,208","361,300","419,344",138.05,137.90,141.35,"3,300,807","4,480,752","3,721,944","5,003,328",33%,17%,50% selling,50%,Union Bank of India,BANKS - PUBLIC SECTOR
474,4.62 L,8.80,8.79,9.02,3.12 L,"7,541,777","13,890,139","17,238,738","11,793,102",8.85,8.80,9.05,"41,552,319","68,620,065","90,485,298","57,527,639",86%,,,14%,Unitech Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
475,1522,1083.10,1081.85,1096.25,1004,"14,407","174,984","67,044","20,361",1090.00,1081.15,1096.05,"295,009","515,080","365,220","358,546",,,,,United Breweries Ltd.,BREWERIES & DISTILLERIES
476,6495,800.00,798.20,801.55,2999,"45,001","381,443","187,201","682,812",799.50,800.50,802.35,"1,023,467","1,556,278","1,662,394","2,066,953",100%,,,,UPL Ltd.,CHEMICALS
477,3277,238.00,235.55,239.35,9863,"58,953","84,350","155,824","96,118",236.45,235.15,239.65,"892,810","1,393,756","1,220,817","1,715,250",100%,,,,V-Guard Industries Ltd.,ELECTRIC EQUIPMENT
478,2596,620.00,615.60,617.30,4931,"5,886","9,447","11,867","10,003",624.40,618.50,618.90,"40,655","77,843","100,308","76,224",,,,,Va Tech Wabag Ltd.,INFRASTRUCTURE - GENERAL
479,10.66 K,439.80,436.90,445.55,5023,"172,366","189,016","411,200","133,675",437.10,436.60,446.60,"2,155,303","2,640,500","2,855,662","2,363,954",100%,,,,Vakrangee Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
480,806,1443.00,1442.35,1488.25,147,"4,810","2,292","2,699","2,000",1449.95,1457.05,1499.70,"74,550","155,247","74,981","197,441",,,,,Vardhman Textiles Ltd.,TEXTILES - SPINNING - COTTON BLENDED
481,1258,639.10,639.10,676.00,1525,"25,705","277,457","140,842","18,230",645.70,642.40,676.20,"215,211","274,250","284,129","139,969",,,,,Varun Beverages Ltd.,FOOD PROCESSING
482,19.28 K,326.80,325.90,331.30,18.54 K,"419,587","469,935","550,546","543,929",326.50,326.70,331.65,"7,650,044","7,844,672","9,489,434","9,042,205",71%,15%,71% buying,14%,Vedanta Ltd.,MINING & MINERALS
483,15.23 K,22.60,22.65,21.85,23.46 K,"450,268","1,234,994","882,525","735,604",22.40,22.55,21.75,"1,872,150","5,825,091","4,138,342","3,894,249",70%,10%,70% buying,20%,Videocon Industries Ltd.,CONSUMER GOODS - ELECTRONIC
484,21.71 K,65.30,65.45,66.60,39.05 K,"119,175","190,518","186,804","173,838",65.60,65.10,66.70,"820,399","1,575,381","1,790,710","1,568,200",100%,,,,Vijaya Bank,BANKS - PUBLIC SECTOR
485,267,975.00,981.65,964.55,535,"1,281","2,585","2,511","3,427",971.00,981.85,967.85,"21,199","17,296","14,153","13,905",100%,,,,Vinati Organics Ltd.,CHEMICALS
486,7568,362.00,362.50,362.80,6520,"61,599","87,915","68,024","93,824",363.95,362.30,362.50,"419,099","746,916","523,571","788,712",,,,,VIP Industries Ltd.,PLASTICS
487,3140,598.50,600.00,616.80,1429,"111,776","124,252","103,839","137,165",603.55,600.45,618.20,"1,348,469","1,206,496","1,201,942","1,307,194",33%,,,67%,Voltas Ltd.,DIVERSIFIED
488,164,3018.70,3030.40,3100.00,114,909,285,207,320,3086.95,3028.50,3117.75,"18,752","3,588","2,257","6,081",,,,,VST Industries Ltd.,CIGARETTES
489,170,7646.00,7646.60,7826.30,112,"1,396",456,773,627,7631.00,7700.75,7849.95,"13,170","6,328","5,725","7,057",,,,,WABCO India Ltd.,AUTO ANCILLARIES
490,27.09 K,182.90,179.15,189.80,3136,"319,478","332,493","175,677","438,241",178.00,179.00,190.00,"1,810,224","1,708,265","891,942","2,470,586",50%,,,50%,Welspun Corp Ltd.,STEEL - TUBES & PIPES
491,43.75 K,72.35,72.75,73.30,20.95 K,"364,679","1,631,156","739,349","763,239",72.60,72.60,73.20,"1,671,522","14,444,972","6,171,127","5,139,443",60%,,,40%,Welspun India Ltd.,TEXTILES - WEAVING
492,4388,347.50,340.20,356.95,12.01 K,"105,149","66,954","89,955","51,689",,,,,,,,,,,,Westlife Development Ltd.,HOTELS
493,659,1470.50,1484.00,1473.75,99,"1,788","2,954","6,413","2,334",1479.95,1478.30,1481.65,"15,189","41,304","39,906","55,140",,,,,Whirlpool of India. Ltd.,CONSUMER GOODS - WHITE GOODS
494,10.09 K,327.20,326.05,328.45,12.34 K,"227,923","214,409","172,862","223,631",327.00,325.35,328.95,"1,608,101","2,923,923","2,505,589","3,067,521",1%,,,99%,Wipro Ltd.,COMPUTERS - SOFTWARE
495,3804,916.00,914.50,905.15,6464,"217,271","254,594","291,641","233,506",910.00,913.25,904.45,"2,030,511","2,086,213","2,597,612","1,866,853",100%,,,,Wockhardt Ltd.,PHARMACEUTICALS
496,3753,413.00,389.90,415.30,1245,"55,722","9,371","4,526","3,206",419.00,390.30,415.35,"794,361","109,614","49,765","42,417",,,,,Wonderla Holidays Ltd.,MISCELLANEOUS
497,14.89 K,348.00,340.25,348.30,47.66 K,"1,659,646","1,261,863","898,765","1,703,889",347.50,341.20,349.35,"21,425,789","13,898,009","9,616,528","12,715,531",11%,,,89%,Yes Bank Ltd.,BANKS - PRIVATE SECTOR
498,3835,592.30,595.35,599.65,2370,"47,956","252,498","140,910","361,947",590.00,595.85,600.35,"1,852,650","4,515,379","2,446,699","5,950,432",100%,,,,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT
499,246,890.65,898.40,909.50,567,"3,682","1,900","1,133","2,259",893.00,896.40,908.45,"40,145","18,236","10,722","16,128",,,,,Zensar Technologies Ltd.,COMPUTERS - SOFTWARE
500,,,,,,,,,,,,,,,,,,,,,,
