,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
329,39.72 K,29.65,29.50,29.80,80.29 K,"312,745","744,336","839,924","803,079",29.60,29.45,29.85,"5,989,066","7,875,368","10,336,561","8,030,745",82%,,,,NHPC Ltd.,POWER - GENERATION & DISTRIBUTION
330,8929,105.85,105.75,106.35,7488,"145,846","329,581","202,551","255,418",105.15,106.15,106.55,"744,325","1,873,356","1,102,681","1,278,957",100%,,,,NIIT Ltd.,COMPUTERS - SOFTWARE - TRAINING
331,2231,694.20,692.05,728.00,2345,"88,752","36,895","21,622","26,959",694.90,693.20,728.05,"2,243,894","674,356","432,298","568,740",50%,,,50%,NIIT Technologies Ltd.,COMPUTERS - SOFTWARE
332,2216,1900.95,1903.05,1932.25,152,"8,262","4,599","7,667","4,137",1902.50,1902.05,1930.00,"39,485","46,902","77,444","36,748",,,,,Nilkamal Ltd.,PLASTICS
333,16.27 K,104.25,105.15,104.70,42.72 K,"91,556","145,534","171,835","118,896",105.25,105.10,104.65,"503,988","984,090","1,064,818","871,813",,,,,NLC India Ltd.,POWER - GENERATION & DISTRIBUTION
334,10.92 K,144.50,143.85,146.20,11.7 K,"313,218","633,755","452,781","413,372",145.00,143.80,146.40,"2,747,379","8,172,909","5,429,752","4,932,632",100%,,,,NMDC Ltd.,MINING & MINERALS
335,14.83 K,172.00,172.50,172.35,14.18 K,"92,408","826,984","932,842","571,375",172.05,172.15,172.75,"3,197,248","6,993,144","7,411,055","6,641,309",20%,40%,40% selling,40%,NTPC Ltd.,POWER - GENERATION & DISTRIBUTION
336,1878,503.00,502.05,505.25,450,"7,882","82,598","41,890","126,483",501.00,503.25,507.00,"86,215","433,058","300,174","313,164",,,,,Oberoi Realty Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
337,510,1425.00,1429.90,1407.60,345,713,"1,062",944,952,1420.10,1426.05,1398.40,"7,553","15,813","16,789","15,375",,,,,OCL India Ltd.,CEMENT - MAJOR
338,6204,377.00,376.10,374.25,4608,"20,056","28,147","27,341","25,721",375.00,376.00,374.65,"377,289","520,834","486,129","439,902",,,,,Oil India Ltd.,OIL DRILLING AND EXPLORATION
339,3543,229.00,228.70,228.30,214,"69,244","206,244","185,990","170,242",228.85,228.85,228.35,"201,733","591,210","549,348","496,390",,,,,Omaxe Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
340,19.61 K,193.50,194.05,193.60,37.76 K,"550,460","526,990","637,254","504,796",194.15,194.10,193.70,"5,046,015","6,176,915","7,082,672","6,424,857",78%,,,22%,Oil and Natural Gas Corporation Ltd.,OIL DRILLING AND EXPLORATION
341,345,4003.00,4022.35,4072.40,65,753,"2,278","2,226","1,408",4008.40,4026.65,4094.05,"16,975","33,456","32,323","17,443",50%,,,,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE
342,8096,166.00,168.05,166.90,4456,"10,065","46,610","67,313","57,288",167.95,167.60,167.40,"59,538","271,575","231,445","256,158",,,,,Orient Cement Ltd.,CEMENT - MAJOR
343,6636,120.00,120.75,122.70,7194,"177,001","167,889","145,501","209,346",120.60,120.85,122.80,"1,519,990","2,026,778","1,839,636","2,363,683",,,,,Oriental Bank of Commerce,BANKS - PUBLIC SECTOR
344,152,9399.95,9369.30,9400.55,351,251,223,"2,240",312,9424.25,9394.30,9415.90,"8,893","9,130","9,389","8,352",,,,,Procter and Gamble Hygiene and Health Care Ltd.,PERSONAL CARE
345,58,22299.90,22180.20,22017.20,40,336,"1,702","4,006",712,22222.00,22196.25,22050.80,"11,221","23,068","20,920","19,174",100%,,,,Page Industries Ltd.,TEXTILES - READYMADE APPARELS
346,1659,276.80,274.85,274.90,3913,"97,887","107,712","227,540","103,860",280.50,275.55,274.90,"261,766","516,768","1,162,319","427,528",,,,,Parag Milk Foods Ltd.,FOOD PROCESSING
347,785,584.00,581.00,586.45,14.14 K,"1,190,984","291,062","222,233","356,197",583.95,581.10,587.35,"4,264,021","4,705,368","3,689,288","5,496,998",100%,,,,PC Jeweller Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
348,1364,753.30,753.00,768.60,4472,"9,102","21,908","13,792","27,137",747.00,752.30,769.10,"143,252","312,372","188,872","246,097",,,,,Persistent Systems Ltd.,COMPUTERS - SOFTWARE
349,9674,235.80,235.70,237.05,9495,"239,741","146,372","936,814","200,107",233.55,235.85,237.05,"3,574,679","3,074,715","3,435,298","3,705,159",100%,,,,Petronet LNG Ltd.,OIL DRILLING AND EXPLORATION
350,2126,2149.00,2097.10,2117.70,1135,"1,981","2,448","2,227","3,169",2099.75,2100.30,2123.00,"33,049","35,674","29,233","47,925",,,,,Pfizer Ltd.,PHARMACEUTICALS
351,1405,600.90,599.65,603.70,1237,"2,929","5,106","4,761","5,079",592.00,604.10,606.80,"77,028","183,621","162,328","91,656",,,,,Phoenix Mills Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
352,2767,1000.00,990.60,993.25,967,"17,183","11,535","11,123","8,483",994.30,994.20,997.15,"352,310","126,257","118,778","112,505",,,,,PI Industries Ltd.,PESTICIDES & AGRO CHEMICALS
353,3629,892.05,892.65,890.30,1368,"10,901","38,609","250,669","30,631",893.00,893.20,890.35,"185,507","437,135","669,427","463,124",100%,,,,Pidilite Industries Ltd.,CHEMICALS
354,16.4 K,2780.00,2769.00,2794.55,1180,"6,703","81,942","38,170","151,902",2770.00,2758.70,2793.95,"113,371","177,576","181,792","218,061",100%,,,,Piramal Enterprises Ltd.,PHARMACEUTICALS
355,23.12 K,170.20,170.60,176.45,40.2 K,"1,669,332","1,129,847","1,160,174","1,368,572",170.80,170.50,176.40,"21,519,974","14,012,943","15,959,270","17,693,764",83%,,,17%,Punjab National Bank,BANKS - PUBLIC SECTOR
356,2529,1295.30,1297.05,1303.35,1871,"7,474","15,449","11,950","20,336",1300.00,1297.30,1304.15,"128,423","157,420","135,140","183,777",,,,,PNB Housing Finance Ltd.,FINANCE - HOUSING
357,1785,191.00,192.00,191.40,49,"9,694","139,752","68,823","23,930",192.80,192.50,191.00,"104,633","429,874","437,969","360,008",,,,,PNC Infratech Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
358,4678,407.95,405.80,411.40,3183,"22,534","33,363","42,997","46,397",405.00,406.55,411.75,"99,971","254,312","256,992","347,006",,,,,Polaris Consulting & Services Ltd.,COMPUTERS - SOFTWARE
359,42.19 K,120.00,119.15,120.35,26.38 K,"315,402","387,716","435,697","404,849",119.40,119.25,120.20,"5,320,281","3,860,021","4,995,963","4,056,217",57%,,,43%,Power Finance Corporation Ltd.,FINANCE - TERM LENDING INSTITUTIONS
360,6783,195.00,197.20,196.00,32.73 K,"5,106,446","2,620,376","1,283,437","4,868,121",197.00,197.00,196.10,"4,546,247","6,486,394","6,278,140","7,897,030",62%,,,38%,Power Grid Corporation of India Ltd.,POWER - GENERATION & DISTRIBUTION
361,15.07 K,113.30,113.25,112.65,8230,"178,092","590,898","492,107","397,411",113.20,113.25,112.90,"1,142,726","3,494,401","2,658,310","2,211,161",100%,,,,Praj Industries Ltd.,ENGINEERING - HEAVY
362,2074,309.60,309.50,313.95,951,"22,989","41,380","37,376","36,951",311.90,309.90,310.80,"192,892","498,031","456,916","341,427",,,,,Prestige Estates Projects Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
363,19.41 K,142.00,139.50,142.10,15.34 K,"417,319","784,238","374,433","1,008,916",139.40,139.25,141.90,"1,977,994","4,169,109","1,561,207","5,296,332",100%,,,,Prism Cement Ltd.,CEMENT - MAJOR
364,34.53 K,114.90,114.60,115.60,5336,"155,768","175,799","185,188","209,943",115.00,114.40,115.90,"1,310,709","1,309,543","1,848,640","1,323,823",100%,,,,PTC India Ltd.,TRADING
365,50.13 K,37.00,36.70,36.75,32.67 K,"183,172","456,102","317,748","418,538",37.15,36.85,36.65,"903,921","2,153,125","1,618,079","2,035,724",33%,34%,34% holding,33%,PTC India Financial Services Ltd.,FINANCE - TERM LENDING INSTITUTIONS
366,809,1464.75,1455.20,1466.85,1086,"8,498","26,092","19,265","23,820",1464.80,1457.15,1469.05,"104,438","229,409","207,472","176,094",67%,,,33%,PVR Ltd.,MEDIA & ENTERTAINMENT
367,20.81 K,343.55,340.90,364.65,3200,"816,844","394,421","277,571","484,277",341.00,341.50,365.55,"4,861,617","2,622,455","1,976,393","3,225,560",25%,25%,50% selling,50%,Radico Khaitan Ltd.,BREWERIES & DISTILLERIES
368,11.96 K,419.40,419.10,432.45,16.5 K,"859,148","663,394","657,718","533,748",418.80,418.80,432.35,"3,833,360","4,048,873","4,052,863","3,280,316",100%,,,,Rain Industries Ltd.,CEMENT - MAJOR
369,1.12 L,830.00,835.00,823.35,2299,"58,310","51,877","48,204","58,753",828.60,830.90,821.95,"425,954","578,702","521,475","556,406",100%,,,,Rajesh Exports Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
370,6259,266.85,266.45,267.15,13.52 K,"58,145","110,564","143,445","151,391",265.95,265.45,266.80,"415,091","931,362","964,735","1,176,942",75%,,,25%,Rallis India Ltd.,PESTICIDES & AGRO CHEMICALS
371,1373,787.65,786.50,778.80,398,"13,284","16,018","20,641","14,210",786.10,789.65,785.55,"139,688","223,985","387,559","189,318",,,,,The Ramco Cements Ltd.,CEMENT - MAJOR
372,36.14 K,102.75,101.90,101.00,81.44 K,"1,095,281","1,409,755","1,262,533","1,409,715",102.25,101.95,101.25,"4,985,495","7,532,424","6,738,910","7,030,262",100%,,,,Rashtriya Chemicals and Fertilisers Ltd.,FERTILISERS
373,635,1043.00,1053.35,1067.00,400,"2,030","13,334","5,470","2,573",1040.00,1057.60,1062.65,"11,380","38,671","26,365","20,685",100%,,,,Ratnamani Metals and Tubes Ltd.,STEEL - TUBES & PIPES
374,2.76 L,7.50,7.44,7.43,81.36 K,"1,862,657","6,058,747","4,017,984","7,899,843",7.40,7.45,7.40,"6,745,831","28,604,413","18,424,143","36,992,944",100%,,,,RattanIndia Power Ltd.,POWER - GENERATION & DISTRIBUTION
375,1959,1075.00,1062.45,1081.85,919,"21,332","79,224","56,224","115,005",1075.00,1062.00,1081.90,"373,026","495,001","556,477","387,898",100%,,,,Raymond Ltd.,TEXTILES - WOOLLEN & WORSTED
376,4029,534.00,525.35,524.65,14.49 K,"551,969","521,852","214,133","89,332",528.50,526.30,523.30,"1,237,585","1,397,246","1,029,151","767,201",50%,,,50%,RBL Bank Ltd.,BANKS - PRIVATE SECTOR
377,36.08 K,154.00,152.75,156.25,18.15 K,"486,477","332,481","432,349","290,416",153.10,152.95,156.45,"5,260,279","3,698,688","4,368,476","3,746,241",70%,10%,70% buying,20%,Rural Electrification Corporation Ltd.,FINANCE - TERM LENDING INSTITUTIONS
378,12.42 K,188.00,188.45,188.65,1196,"10,450","26,090","17,836","32,559",189.60,189.60,189.55,"155,587","629,350","417,181","541,563",,,,,Redington (India) Ltd.,COMPUTERS - HARDWARE
379,2231,525.00,525.90,529.10,8937,"832,075","728,015","929,463","747,073",521.90,526.15,529.25,"7,654,131","6,441,968","8,137,478","6,948,297",14%,,,86%,Reliance Capital Ltd.,FINANCE - INVESTMENTS
380,570,658.10,645.00,635.90,485,"2,409","1,188","3,778",479,667.40,650.40,638.20,"32,148","12,263","27,589","9,681",,,,,Relaxo Footwears Ltd.,LEATHER PRODUCTS
381,27.75 K,922.00,919.30,929.35,25.08 K,"600,361","411,532","507,944","447,102",923.00,919.70,931.30,"4,559,564","5,017,107","5,364,251","5,449,704",88%,1%,88% buying,11%,Reliance Industries Ltd.,REFINERIES
382,1 L,28.70,29.45,29.45,3.19 L,"9,751,300","10,923,015","22,998,615","9,314,817",28.80,29.35,29.45,"120,503,938","140,073,232","221,312,770","108,226,558",31%,9%,60% selling,60%,Reliance Communications Ltd.,TELECOMMUNICATIONS - SERVICE
383,2823,505.00,506.65,517.55,5173,"611,026","463,894","519,944","518,877",506.40,506.50,517.85,"3,445,081","3,072,664","4,173,361","3,177,467",31%,,,69%,Reliance Infrastructure Ltd.,POWER - GENERATION & DISTRIBUTION
384,7851,49.85,50.05,49.95,17.99 K,"1,425,127","1,597,931","2,462,841","1,187,959",49.70,50.10,49.90,"10,621,733","12,380,815","17,275,358","8,938,303",7%,,,93%,Reliance Naval and Engineering Ltd.,SHIPPING
385,23.31 K,48.85,48.80,48.90,62.32 K,"4,183,763","4,121,814","4,315,665","3,778,776",48.75,48.70,48.90,"23,589,935","26,326,806","28,112,520","20,343,946",18%,,,82%,Reliance Power Ltd.,POWER - GENERATION & DISTRIBUTION
386,-,52.20,54.90,52.20,87.35 K,"284,497","453,396","1,300,261","345,549",52.25,54.95,52.25,"177,895","2,731,479","4,852,537","1,938,699",40%,40%,40% buying,20%,Religare Enterprises Ltd.,FINANCE - INVESTMENTS
387,669,662.10,666.45,681.90,368,"9,797","13,169","18,529","10,065",670.65,670.75,683.85,"279,638","218,719","203,314","218,804",67%,,,33%,Repco Home Finance Ltd.,FINANCE - HOUSING
388,17.89 K,70.45,71.00,68.45,20.9 K,"598,512","953,214","867,449","818,979",70.95,70.70,68.50,"1,919,170","3,465,670","3,694,929","2,700,454",100%,,,,Rolta India Ltd.,COMPUTERS - SOFTWARE
389,5003,293.90,291.00,305.60,5887,"127,774","41,878","35,406","69,545",292.20,290.30,306.45,"1,446,961","311,742","205,971","469,005",100%,,,,S H Kelkar & Company Ltd.,CHEMICALS
390,3895,408.35,408.75,409.80,1202,"8,756","123,216","56,508","196,330",411.35,408.40,411.30,"119,068","337,376","333,727","370,440",,,,,Sadbhav Engineering Ltd.,INFRASTRUCTURE - GENERAL
391,21.04 K,92.35,92.40,93.30,13.23 K,"809,461","1,245,691","1,436,107","1,310,867",91.90,92.30,93.30,"12,912,880","13,641,355","14,430,540","14,891,171",50%,12%,50% buying,38%,Steel Authority of India Ltd.,STEEL - LARGE
392,172,4687.85,4663.25,4728.85,80,100,403,329,387,4651.00,4677.90,4743.15,"16,888","12,757","13,445","7,162",,,,,Sanofi India Ltd.,PHARMACEUTICALS
393,41.66 K,302.75,302.75,309.05,81.54 K,"2,100,878","1,690,698","1,396,680","2,137,610",303.95,303.25,309.25,"18,461,642","18,917,847","16,626,091","24,020,451",89%,,,,State Bank of India,BANKS - PUBLIC SECTOR
394,13,5612.45,5690.60,5626.10,22,670,919,"2,451",149,5650.00,5680.95,5618.00,"4,946","4,832","7,976","4,298",,,,,Schaeffler India  Ltd.,BEARINGS
395,17.22 K,123.05,122.55,122.45,5306,"39,834","41,233","37,182","33,576",123.10,122.65,122.35,"151,676","205,251","180,653","219,316",100%,,,,Schneider Electric Infrastructure Ltd.,POWER - GENERATION & DISTRIBUTION
396,11.35 K,96.00,95.10,94.20,951,"43,042","97,957","45,257","167,352",95.00,94.95,94.25,"126,044","383,943","182,015","615,739",,,,,Sequent Scientific Ltd.,PHARMACEUTICALS
397,2525,448.85,440.65,442.40,340,843,"3,581","3,565","5,200",445.00,440.25,443.35,"205,324","14,567","14,417","13,304",,,,,Sharda Cropchem Ltd.,PESTICIDES & AGRO CHEMICALS
398,221,1550.35,1591.70,1584.95,1526,201,"7,129","4,456","13,925",1552.15,1583.70,1571.15,"1,835","11,434","9,607","11,611",,,,,Sheela Foam Ltd.,MISCELLANEOUS
399,1147,580.00,581.25,587.65,174,"3,506","3,613","3,065","4,492",580.00,581.00,586.90,"19,268","41,098","29,019","41,395",,,,,Shilpa Medicare Ltd.,PHARMACEUTICALS
400,13.39 K,91.50,90.55,88.85,17.35 K,"186,249","236,217","250,681","159,764",90.65,90.55,88.90,"910,244","1,495,645","1,509,514","984,018",100%,,,,Shipping Corporation of India Ltd.,SHIPPING
401,434,516.00,513.60,518.00,255,"2,715","13,088","7,086","15,438",516.85,516.85,517.65,"56,171","210,171","110,944","216,609",,,,,Shoppers Stop Ltd.,RETAIL
402,53,18435.00,18450.10,18365.75,43,541,"8,349","4,064","13,793",18361.00,18421.60,18354.60,"14,943","25,301","34,091","32,183",33%,34%,34% holding,33%,Shree Cements Ltd.,CEMENT - MAJOR
403,59.53 K,15.85,15.85,15.85,31.98 K,"848,614","481,572","651,313","437,658",15.80,15.85,15.95,"2,812,606","2,640,885","3,073,258","2,519,336",100%,,,,Shree Renuka Sugars Ltd.,SUGAR
404,238,2041.25,2069.60,2040.85,112,538,"7,127","2,706",527,2099.95,2071.40,2052.65,"5,517","51,148","24,333","27,379",,,,,Shriram City Union Finance Ltd.,FINANCE - LEASING & HIRE PURCHASE
405,735,1438.25,1457.65,1427.80,734,"32,688","131,605","136,478","130,727",1472.00,1456.30,1428.00,"553,986","600,858","592,395","600,946",,,,,Shriram Transport Finance Corporation Ltd.,FINANCE - LEASING & HIRE PURCHASE
406,1863,1289.60,1292.55,1296.95,1157,"21,502","45,242","26,493","61,104",1297.40,1297.40,1299.35,"240,579","221,642","207,627","216,539",100%,,,,Siemens Ltd.,INFRASTRUCTURE - GENERAL
407,9221,24.70,24.60,24.85,5251,"16,956","88,047","544,357","134,885",24.95,24.80,24.95,"160,041","368,155","411,114","569,226",,,,,Siti Networks Ltd.,MEDIA & ENTERTAINMENT
408,45.2 K,35.40,35.55,35.00,45.07 K,"114,103","354,774","289,894","195,276",35.25,35.40,34.90,"784,843","3,234,054","2,412,278","1,642,016",100%,,,,SJVN Ltd.,POWER - GENERATION & DISTRIBUTION
409,588,1835.00,1832.50,1827.45,304,473,"1,516","1,506","2,292",1843.00,1837.25,1827.80,"4,821","11,454","9,966","18,452",,,,,SKF India Ltd.,BEARINGS
410,1019,866.00,866.60,868.50,334,"2,781","3,889","4,194","3,876",870.00,864.95,869.00,"18,133","30,259","34,748","29,182",50%,,,50%,SML Isuzu Ltd.,AUTO - LCVS & HCVS
411,2136,542.10,547.05,535.90,1230,"33,215","264,425","114,086","33,895",557.00,545.45,535.85,"276,089","1,017,887","607,773","293,494",,,,,Sobha Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
412,554,1140.15,1135.50,1137.05,807,"428,078","2,412","2,327","1,835",1134.15,1134.15,1137.45,"942,057","18,492","36,782","19,470",50%,,,50%,Solar Industries India Ltd.,CHEMICALS
413,26,871.00,877.40,858.05,1185,"24,546",962,"1,264","1,342",883.35,877.60,860.95,"13,445","18,279","13,524","14,678",,,,,Somany Ceramics Ltd.,CERAMICS & GRANITE
414,8748,293.00,290.20,305.25,4560,"136,917","126,644","90,599","107,868",291.55,291.15,303.80,"618,385","648,183","462,334","600,780",,,,,Sonata Software Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
415,1.06 L,31.90,31.90,32.20,1.21 L,"1,223,664","2,511,886","1,539,525","1,672,082",31.65,31.80,32.25,"8,753,963","21,944,736","13,217,821","13,130,127",80%,,,20%,South Indian Bank Ltd.,BANKS - PRIVATE SECTOR
416,1.09 L,118.00,119.65,121.75,66.53 K,"1,887,325","2,055,101","1,721,196","2,061,996",,,,,,,,,,,,SpiceJet Ltd.,TRANSPORT & LOGISTICS
417,5629,99.05,99.60,100.55,18.14 K,"138,041","336,563","408,813","305,768",99.75,99.50,100.55,"1,715,063","3,724,590","2,286,450","3,016,964",,,,,SREI Infrastructure Finance Ltd.,FINANCE - LEASING & HIRE PURCHASE
418,869,1909.05,1917.95,1907.15,370,"15,318","17,891","14,609","12,895",1914.95,1921.05,1909.80,"215,314","240,999","222,648","318,417",,,,,SRF Ltd.,TEXTILES - MANMADE
419,9557,391.80,389.00,376.45,30.14 K,"386,595","663,774","391,017","706,933",390.00,389.45,376.05,"1,803,541","3,509,964","1,998,609","3,728,493",100%,,,,Sterlite Technologies Ltd.,CABLES - TELEPHONE
420,2964,806.00,799.35,802.90,1337,"18,262","20,970","45,607","19,017",805.80,802.00,805.75,"157,592","253,966","343,280","221,838",100%,,,,Strides Shasun Ltd.,PHARMACEUTICALS
421,840,451.00,442.75,446.85,1831,"23,626","41,240","28,303","27,761",446.00,443.70,445.75,"148,303","255,933","167,454","174,958",,,,,Sudarshan Chemical Industries Ltd.,DYES & PIGMENTS
422,8393,577.10,576.25,572.00,17.33 K,"331,179","732,660","485,195","397,184",580.00,576.70,572.10,"4,693,971","4,862,130","4,984,538","4,131,990",60%,20%,60% buying,20%,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS
423,3250,498.00,494.80,495.65,2976,"60,336","113,467","134,484","135,647",497.75,494.90,496.85,"196,774","360,722","507,577","436,412",,,,,Sun Pharma Advanced Research Company Ltd.,PHARMACEUTICALS
424,1917,1038.45,1038.35,1048.80,1273,"57,661","78,415","103,951","85,368",1039.00,1039.00,1050.20,"1,066,033","996,925","1,609,056","1,176,192",,,,,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT
425,2479,547.00,542.90,558.35,1487,"24,403","15,471","23,150","16,056",549.50,542.50,556.15,"158,579","157,888","238,768","168,188",100%,,,,Sundram Fasteners Ltd.,FASTENERS
426,20 K,408.00,398.20,417.15,1613,"4,173,971","49,177","59,324","48,144",407.50,404.35,418.75,"12,640,264","118,721","111,420","138,061",67%,,,33%,Sunteck Realty Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
427,2858,1400.00,1399.45,1455.30,1812,"9,963","7,795","24,661","8,875",1410.00,1406.75,1462.30,"106,706","55,925","44,307","70,788",,,,,Supreme Industries Ltd.,PLASTICS
428,8076,200.60,200.45,198.60,5174,"59,475","70,175","65,227","60,950",199.95,200.70,198.35,"212,990","446,604","450,645","375,698",100%,,,,Suven Life Sciences Ltd.,PHARMACEUTICALS
429,2.5 L,14.95,14.85,15.10,3.86 L,"4,743,298","7,532,488","6,260,364","6,367,427",14.85,14.85,15.10,"35,398,031","53,322,386","43,239,785","45,514,616",87%,,,13%,Suzlon Energy Ltd.,POWER - GENERATION & DISTRIBUTION
430,3650,211.30,212.60,229.05,18.54 K,"1,362,126","706,994","461,250","648,757",210.60,213.00,229.70,"2,808,435","1,166,195","830,730","825,035",33%,34%,34% holding,33%,Swan Energy Ltd.,TRADING
431,239,1968.20,1962.85,1998.95,190,"3,326","8,097","12,689","4,376",1989.95,1967.45,1999.30,"13,691","71,037","66,496","30,642",,,,,Symphony Ltd.,CONSUMER GOODS - WHITE GOODS
432,8583,76.00,77.15,78.85,13.11 K,"381,125","241,435","285,291","316,536",77.00,77.15,78.95,"3,927,672","3,712,670","3,152,954","5,020,215",67%,,,33%,Syndicate Bank,BANKS - PUBLIC SECTOR
433,2463,592.15,591.60,612.85,1244,"37,310","101,906","41,860","21,868",592.75,591.60,615.80,"188,308","350,695","203,723","213,175",100%,,,,Syngene International Ltd.,MISCELLANEOUS
434,9004,161.75,160.50,164.70,1119,"23,437","30,232","24,120","24,036",162.90,161.45,165.95,"215,519","402,496","279,912","249,462",,,,,Take Solutions Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
435,13.32 K,442.00,442.55,442.00,1236,"44,576","36,434","52,111","40,958",445.35,441.80,442.55,"130,336","177,273","428,157","119,332",,,,,Tamil Nadu Newsprint and Papers Ltd.,PAPER
436,4646,731.00,728.65,725.75,2533,"30,234","62,038","69,473","59,750",731.45,728.65,724.65,"644,579","973,823","824,452","820,962",75%,,,25%,Tata Chemicals Ltd.,CHEMICALS
437,14.03 K,156.70,156.70,159.60,4756,"81,392","159,296","161,583","138,292",156.95,156.40,159.90,"633,628","1,080,532","945,769","823,238",100%,,,,Tata Coffee Ltd.,PLANTATIONS - TEA & COFFEE
438,3107,635.00,633.80,634.40,503,"20,174","37,152","60,614","44,608",632.00,634.10,633.85,"373,829","519,549","863,290","591,340",,,,,Tata Communications Ltd.,TELECOMMUNICATIONS - SERVICE
439,1926,1040.00,1033.20,1038.55,2372,"69,812","73,057","57,332","67,268",1035.95,1033.30,1037.95,"853,690","709,128","596,127","651,967",100%,,,,Tata Elxsi Ltd.,COMPUTERS - SOFTWARE
440,9053,306.50,305.00,308.25,4546,"178,006","311,949","334,831","404,435",306.00,305.45,308.35,"3,653,286","4,331,698","4,496,642","6,167,638",100%,,,,Tata Global Beverage Ltd.,PLANTATIONS - TEA & COFFEE
441,1518,869.00,864.90,875.35,1375,"7,915","20,332","11,501","15,471",869.80,860.20,876.75,"42,432","129,253","69,134","82,473",100%,,,,Tata Investment Corporation Ltd.,FINANCE - INVESTMENTS
442,13.38 K,419.75,418.80,418.95,24.93 K,"239,133","600,897","623,667","830,464",415.20,418.95,418.05,"3,894,062","7,041,312","7,172,495","7,371,933",89%,,,,Tata Motors Ltd.,AUTO - LCVS & HCVS
443,5231,240.60,242.80,243.95,3340,"66,127","256,075","170,019","341,935",241.05,242.60,243.70,"1,883,916","2,671,228","2,298,229","2,819,412",100%,,,,Tata Motors (DVR) Ltd.,AUTO - LCVS & HCVS
444,33.76 K,90.65,90.60,92.25,36.22 K,"615,937","764,382","1,349,827","764,290",90.70,90.60,92.20,"4,545,029","8,195,475","9,772,271","8,533,512",100%,,,,Tata Power Company Ltd.,POWER - GENERATION & DISTRIBUTION
445,1947,1119.00,1139.05,1169.45,2684,"73,640","121,645","59,553","106,065",1148.00,1139.45,1174.00,"375,026","812,940","407,728","747,932",100%,,,,Tata Sponge Iron Ltd.,STEEL - SPONGE IRON
446,7278,752.00,751.85,751.65,20.17 K,"453,539","321,788","322,493","248,511",752.50,751.75,753.00,"3,217,972","3,458,206","4,131,217","3,347,583",89%,,,11%,Tata Steel Ltd.,STEEL - LARGE
447,2246,2920.00,2910.10,2954.75,2398,"54,717","75,094","53,111","92,643",2930.55,2918.20,2959.30,"910,000","1,300,389","1,114,751","1,557,556",86%,,,,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE
448,3295,555.00,552.80,552.60,8192,"87,122","162,791","137,767","132,347",553.00,552.65,552.90,"1,951,962","2,597,838","2,642,166","2,667,413",75%,,,25%,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE
449,579,391.10,390.00,393.20,897,"4,386","7,982","38,614","6,799",396.95,390.05,395.10,"88,506","154,222","105,213","45,741",,,,,Techno Electric and Engineering Company Ltd.,ELECTRIC EQUIPMENT
450,6503,111.70,109.25,109.25,11.25 K,"146,624","313,535","232,445","227,109",110.00,109.25,109.30,"939,319","1,404,720","1,123,494","1,236,744",,,,,Texmaco Rail and Engineering Ltd.,INFRASTRUCTURE - GENERAL
451,1234,1284.85,1284.80,1294.15,165,"2,485","5,680","25,572","2,458",1287.90,1288.00,1293.40,"117,497","97,217","90,006","99,202",,,,,Thermax Ltd.,INFRASTRUCTURE - GENERAL
452,5128,250.00,246.65,248.60,1608,"21,917","41,295","35,413","58,150",250.05,247.20,249.95,"1,468,265","594,565","429,445","806,605",100%,,,,Thomas Cook (India) Ltd.,MISCELLANEOUS
453,790,697.05,699.70,701.70,1277,"1,180","24,112","10,643","1,878",702.00,702.45,699.25,"214,485","118,130","59,793","57,968",,,,,Thyrocare Technologies Ltd.,HOSPITALS & MEDICAL SERVICES
454,682,713.80,700.00,704.45,512,"1,846","9,198","17,436","3,305",697.95,700.55,709.45,"12,650","55,732","87,242","75,030",,,,,TI Financial Holdings Ltd.,MISCELLANEOUS
455,1338,909.60,904.15,920.95,262,"2,021","8,612","4,043","8,111",909.00,907.65,922.75,"20,083","76,513","37,488","68,490",,,,,Timken India Ltd.,BEARINGS
456,12.7 K,165.00,162.50,167.55,24.95 K,"343,967","341,004","315,473","329,381",163.80,163.50,168.00,"1,069,824","1,319,927","1,156,396","1,205,722",67%,,,33%,Titagarh Wagons Ltd.,INFRASTRUCTURE - GENERAL
